LP001146,Female,Yes,0,Graduate,No,2645,3440.0,120.0,360.0,0.0,Urban,N
LP002692,Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y
LP001536,Male,Yes,3+,Graduate,No,39999,0.0,600.0,180.0,0.0,Semiurban,Y
LP002341,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N
LP001606,Male,Yes,0,Graduate,No,3497,1964.0,116.0,360.0,1.0,Rural,Y
LP002362,Male,Yes,1,Graduate,No,7250,1667.0,110.0,,0.0,Urban,N
LP002472,Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y
sdv-id-YWSnhl,Male,No,,Not Graduate,No,4224,1288.0,214.0,360.0,0.0,Urban,N
sdv-id-YKiGaE,,Yes,3+,Not Graduate,No,4731,1528.0,183.0,360.0,1.0,Urban,N
sdv-id-JHrzkb,Male,Yes,3+,Graduate,Yes,6390,286.0,104.0,360.0,1.0,Urban,N
LP001443,Female,No,0,Graduate,No,3692,0.0,93.0,360.0,,Rural,Y
sdv-id-lLIkOO,Male,No,1,Not Graduate,No,2217,960.0,151.0,360.0,0.0,Rural,N
LP002161,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,N
sdv-id-MJNJuN,Male,No,0,Not Graduate,No,3061,1666.0,164.0,360.0,0.0,Urban,N
sdv-id-KjrAyf,,No,2,Graduate,Yes,4521,2401.0,207.0,360.0,1.0,Urban,N
sdv-id-REmIla,,Yes,0,Not Graduate,No,6556,2960.0,166.0,360.0,0.0,Urban,N
sdv-id-tbkjLG,Male,Yes,,Graduate,Yes,7995,1752.0,172.0,36.0,1.0,Urban,N
LP002872,,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,N
LP001243,Male,Yes,0,Graduate,No,3208,3066.0,172.0,360.0,1.0,Urban,Y
LP002211,Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,Y
LP001751,Male,Yes,0,Graduate,No,3250,0.0,170.0,360.0,1.0,Rural,N
sdv-id-cGGXIb,Male,Yes,0,Graduate,No,3889,937.0,190.0,360.0,0.0,Urban,N
LP001914,Male,Yes,0,Graduate,No,3927,800.0,112.0,360.0,1.0,Semiurban,Y
LP001835,Male,Yes,0,Not Graduate,No,1668,3890.0,201.0,360.0,0.0,Semiurban,N
LP002277,Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N
LP002467,Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,N
LP001086,Male,No,0,Not Graduate,No,1442,0.0,35.0,360.0,1.0,Urban,N
sdv-id-XVHLoY,Male,Yes,0,Graduate,No,2942,65.0,159.0,360.0,1.0,Urban,N
LP001953,Male,Yes,1,Graduate,No,6875,0.0,200.0,360.0,1.0,Semiurban,Y
sdv-id-mkXjDw,Male,No,1,Not Graduate,No,526,2522.0,107.0,360.0,0.0,Urban,N
sdv-id-NSXpgO,Female,Yes,0,Graduate,No,21310,2773.0,208.0,360.0,0.0,Rural,N
LP002841,Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N
LP001194,Male,Yes,2,Graduate,No,2708,1167.0,97.0,360.0,1.0,Semiurban,Y
LP002149,Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,Y
LP002524,Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y
LP002863,Male,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,N
LP001385,Male,No,0,Graduate,No,5316,0.0,136.0,360.0,1.0,Urban,Y
LP002807,Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,Y
LP002128,Male,Yes,2,Graduate,,2583,2330.0,125.0,360.0,1.0,Rural,Y
LP002114,Female,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,Y
sdv-id-ESlTvK,Male,Yes,2,Graduate,No,6678,2219.0,163.0,360.0,1.0,Semiurban,N
LP001489,Female,Yes,0,Graduate,No,4583,0.0,84.0,360.0,1.0,Rural,N
LP002585,Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,N
LP001439,Male,Yes,0,Not Graduate,No,4300,2014.0,194.0,360.0,1.0,Rural,Y
