LP001146,Female,Yes,0,Graduate,No,2645,3440.0,120.0,360.0,0.0,Urban,N
LP002692,Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y
LP001560,Male,Yes,0,Not Graduate,No,1863,1041.0,98.0,360.0,1.0,Semiurban,Y
LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N
LP001636,Male,Yes,0,Graduate,No,4600,0.0,73.0,180.0,1.0,Semiurban,Y
LP002341,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N
LP002434,Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y
sdv-id-uHcJKS,Female,Yes,0,Not Graduate,No,3317,5274.0,162.0,84.0,0.0,Urban,N
sdv-id-niCvuj,Female,No,0,Not Graduate,No,2732,2652.0,75.0,360.0,1.0,Semiurban,N
sdv-id-vxDtmE,Male,No,0,Not Graduate,No,3242,1634.0,247.0,360.0,0.0,Urban,N
LP001449,Male,No,0,Graduate,No,3865,1640.0,,360.0,1.0,Rural,Y
sdv-id-xYUCsC,Male,Yes,1,Graduate,No,4812,4441.0,223.0,360.0,1.0,Urban,N
LP002151,Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,N
sdv-id-yVkBvP,Male,No,,Graduate,No,618,4509.0,267.0,360.0,,Rural,N
sdv-id-YidIwC,Female,Yes,0,Not Graduate,No,3851,5520.0,233.0,180.0,1.0,Urban,N
sdv-id-MLEdyQ,Male,No,0,Graduate,No,1623,3990.0,171.0,360.0,0.0,Urban,N
sdv-id-oNAXmP,Male,Yes,0,Graduate,No,1713,1192.0,131.0,360.0,1.0,Urban,N
LP002841,Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N
LP001238,Male,Yes,3+,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,Y
LP002194,Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,Y
LP001711,Male,Yes,3+,Graduate,No,3430,1250.0,128.0,360.0,0.0,Semiurban,N
sdv-id-lvbcKx,Female,No,0,Graduate,No,4884,1151.0,201.0,360.0,0.0,Semiurban,N
LP001904,Male,Yes,0,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,Y
LP001754,Male,Yes,,Not Graduate,Yes,4735,0.0,138.0,360.0,1.0,Urban,N
LP002236,Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,N
LP002443,Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N
LP001052,Male,Yes,1,Graduate,,3717,2925.0,151.0,360.0,,Semiurban,N
sdv-id-aKkkjQ,Female,No,0,Graduate,No,5443,3053.0,,360.0,1.0,Urban,N
LP001926,Male,Yes,0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,Y
sdv-id-JqEwFV,Male,Yes,3+,Graduate,No,4659,244.0,177.0,360.0,1.0,Rural,N
sdv-id-HNMKsK,Male,Yes,2,Graduate,No,150,4172.0,407.0,360.0,1.0,Urban,N
LP002789,Male,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,N
LP001155,Female,Yes,0,Not Graduate,No,1928,1644.0,100.0,360.0,1.0,Semiurban,Y
LP002131,Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,Y
LP002515,Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y
LP002840,Female,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,N
LP001392,Female,No,1,Graduate,Yes,7451,0.0,,360.0,1.0,Semiurban,Y
LP002813,Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,Y
LP002100,Male,No,,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,Y
LP002082,Male,Yes,0,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,Y
sdv-id-jiEYFU,Male,Yes,0,Graduate,No,7041,4380.0,220.0,360.0,0.0,Urban,N
LP001489,Female,Yes,0,Graduate,No,4583,0.0,84.0,360.0,1.0,Rural,N
LP002547,Male,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,N
LP001448,,Yes,3+,Graduate,No,23803,0.0,370.0,360.0,1.0,Rural,Y
