1.51777898,13.21045,3.38995,1.33004,72.7612,0.58995,8.59344,0.0,0.0,negative
1.52287216,14.28115,1.37705,2.31594,70.258,0.0,7.87618,1.08306,0.0367,positive
1.5162755,12.99765,3.57853,1.53869,72.8284,0.60858,8.04468,0.0,0.0,negative
1.51837137,14.40116,0.0,1.9093,73.2089,0.0,8.49775,0.0,0.0518,positive
1.51566044,13.29025,3.44832,1.21127,72.7388,0.5589,8.57192,0.0,0.0,negative
1.518198,15.79065,0.48127,2.67466,72.5521,0.0,8.14189,0.51506,0.0134,positive
1.51663809,13.4432,0.0,2.88047,72.4194,0.88422,8.61369,0.23463,0.0,positive
1.51711836,14.2279,0.0,2.08118,73.3604,0.0,8.61496,1.6695,0.0,positive
1.51528886,13.91761,3.34056,2.88047,72.7831,0.0,9.25072,0.11819,0.459,positive
1.51409411,14.00118,0.00204,2.88047,72.6193,0.10411,7.99605,1.44394,0.0228,positive
1.5160477,12.8979,3.43934,1.44881,73.58,0.44091,8.27064,0.0,0.0,negative
1.51215232,12.991,3.47077,1.12139,72.9796,0.621,8.34596,0.0,0.1581,negative
1.51372766,14.24003,0.0,2.76437,72.2808,0.29837,7.84525,0.64062,0.0596,positive
1.51408862,14.24785,3.08912,2.08118,72.2796,1.09917,7.07628,0.0,0.0,negative
1.51751216,14.92517,0.0,2.88047,73.545,0.0,9.26446,0.32409,0.0,positive
1.5177562,13.52965,3.40791,1.51943,72.0388,0.57753,8.78712,0.0,0.0,negative
1.53393,12.2994,0.0,0.99941,70.1628,0.11799,16.19,0.0,0.1224,negative
1.51654886,13.40995,3.38995,1.27868,72.638,0.52164,8.64724,0.0,0.0,negative
1.5170728,13.7225,3.6818,1.81154,72.0612,0.63963,7.88328,0.0,0.0,negative
1.51670906,14.51486,0.0,2.88047,72.7017,0.11666,8.55732,1.32926,0.0,positive
1.5173006,12.3526,2.72094,1.62857,72.8676,0.70173,9.22828,0.0,0.0,negative
1.52210718,14.188,3.78058,0.90953,71.3612,0.22977,9.1422,0.0,0.1887,negative
1.51414352,14.19687,0.07442,2.08696,73.0851,0.00858,8.31064,1.6498,0.0,positive
1.51847822,13.82149,0.40843,2.88047,73.7188,0.06286,7.9956,1.53226,0.0111,positive
1.52099096,13.68925,3.592,1.12139,71.9604,0.08694,9.40044,0.0,0.0,negative
1.5170728,13.4831,3.47975,1.70882,72.5204,0.621,7.99088,0.0,0.0,negative
1.51847578,14.39997,0.11265,2.04265,72.0855,0.188,8.9248,1.71045,0.0,positive
1.51905382,13.96539,0.0,2.18392,70.258,0.0,8.47648,1.01913,0.0,positive
1.51299518,14.4008,1.74212,1.53869,74.5476,0.0,7.59276,0.0,0.0,negative
1.51471436,13.50456,0.06131,1.59563,72.1338,0.0,7.65414,0.36159,0.459,positive
1.52247166,14.85965,2.2001,2.05871,70.258,0.75762,9.75552,0.0,0.0,positive
1.51655664,14.19736,0.23079,2.3979,72.5358,0.47068,7.66013,1.71045,0.459,positive
1.51709558,12.99765,3.47077,1.78907,72.722,0.65826,8.18456,0.0,0.0,negative
