93,44,98,197,62,11,183,36,22,146,202,505,152,64,4,14,195,204,positive
86,36,70,143,61,9,133,50,18,130,153,266,127,66,2,10,194,202,negative 
99,41,77,197,69,6,177,36,21,139,202,485,151,72,4,10,198,199,negative 
94,49,87,137,54,11,158,43,20,162,178,366,186,75,5,5,183,194,negative 
107,53,103,221,66,11,209,32,24,163,222,653,212,66,0,1,191,201,negative
93,45,86,201,69,7,184,35,22,145,203,523,183,72,0,4,194,197,negative 
89,41,75,143,56,7,146,46,19,137,170,317,156,76,18,5,184,188,negative
101,53,103,203,63,9,195,34,22,162,210,571,210,68,5,5,191,198,negative
91,39,83,170,60,8,172,38,21,134,197,445,152,72,0,10,188,194,positive
89,44,68,113,50,7,150,45,19,147,171,328,189,88,6,5,179,182,negative 
94,36,68,127,54,7,127,52,18,132,155,242,116,66,1,2,195,196,negative 
89,40,76,188,76,7,150,44,19,136,174,342,148,72,3,8,193,197,negative 
82,45,66,252,126,52,148,45,19,144,237,326,185,119,1,1,181,185,negative 
88,35,50,121,58,5,114,59,17,122,132,192,138,74,21,4,182,187,negative
92,40,82,163,63,9,146,45,19,140,165,319,137,64,9,0,199,206,negative 
90,36,57,130,57,6,121,56,17,127,137,216,132,68,22,23,190,195,positive
102,54,100,163,53,10,213,31,24,173,219,669,201,76,12,27,187,195,negative
89,47,83,322,133,48,158,43,20,163,229,364,176,97,0,14,184,194,negative 
86,48,75,136,58,10,161,43,20,163,170,371,185,75,3,1,183,192,negative 
81,42,63,125,55,8,149,46,19,145,166,320,172,86,7,7,179,182,negative 
103,54,107,218,64,12,222,30,25,174,221,728,199,67,0,18,189,200,negative
104,50,96,211,65,10,187,35,22,156,207,527,195,65,3,7,195,206,positive
110,56,103,223,64,5,250,26,27,169,280,928,239,85,4,6,184,183,negative 
94,45,81,166,67,9,145,46,19,147,164,313,179,66,11,14,194,202,negative 
89,44,72,160,66,7,144,46,19,147,166,312,169,69,11,1,191,198,negative 
93,37,73,174,68,7,151,43,19,131,175,347,135,68,1,22,196,205,negative 
89,40,58,137,58,7,122,54,17,140,146,225,150,63,7,4,199,206,negative 
87,47,81,149,62,9,147,45,19,152,171,325,181,72,0,6,188,198,negative 
104,57,103,216,69,11,219,30,25,176,228,708,219,73,4,3,186,196,negative
83,44,68,144,61,8,147,45,19,143,170,325,180,74,1,1,185,191,negative 
99,55,101,206,62,13,222,30,25,180,225,722,213,71,2,3,186,196,negative
100,52,104,189,59,10,208,32,24,163,220,642,197,70,1,22,187,198,positive
101,55,108,228,69,12,215,31,24,168,229,684,214,71,2,16,188,199,positive
99,48,104,196,63,10,201,33,23,152,221,604,199,73,8,4,188,197,positive
103,49,100,194,60,10,185,35,22,160,202,518,178,62,13,8,198,208,positive
86,46,73,125,57,6,151,45,19,147,170,334,188,82,9,11,180,184,negative 
98,52,86,207,69,5,192,33,22,161,212,570,221,75,4,6,194,195,negative 
86,45,73,152,63,6,149,44,19,145,170,335,176,71,6,1,189,196,negative 
83,37,54,131,61,4,135,50,18,127,152,271,141,85,3,6,180,183,positive
84,45,68,148,64,6,146,46,19,142,168,317,180,75,5,1,183,187,negative 
96,41,77,177,64,5,177,36,21,134,205,485,148,74,0,4,196,198,negative 
99,43,89,195,63,8,186,35,22,144,210,521,166,68,6,13,191,199,positive
86,38,86,175,60,9,170,39,21,134,191,433,138,68,1,28,191,199,positive
84,37,70,145,62,9,136,48,18,134,159,280,140,68,11,9,194,202,negative 
99,47,91,226,74,5,202,32,23,148,234,629,186,79,4,11,192,191,negative 
92,38,74,178,62,9,161,41,20,135,181,388,132,63,7,29,197,206,negative
101,55,101,183,57,13,225,30,25,177,225,741,204,71,5,10,186,198,negative
