B,X,O,1,3,1,1,2,1,1,0
D,S,I,1,3,1,1,2,1,1,0
D,A,I,1,2,1,1,2,1,2,0
D,S,I,1,3,1,2,2,1,2,1
H,S,X,1,2,1,1,1,1,2,0
D,K,I,1,3,1,2,2,1,2,3
H,S,X,1,3,1,1,1,1,2,0
C,S,O,1,2,1,2,2,1,2,0
D,K,C,1,3,3,2,2,1,2,2
C,S,I,2,3,3,1,2,1,1,2
B,X,O,1,3,1,1,2,1,1,1
D,K,I,1,2,1,2,2,1,2,0
B,X,I,1,3,1,1,2,1,1,0
H,S,X,1,2,1,1,2,1,2,0
H,S,X,1,2,1,1,2,1,2,0
D,S,I,1,3,1,1,2,1,1,0
B,X,O,1,2,1,1,2,1,1,0
C,A,I,1,3,1,1,2,1,2,0
H,S,X,1,1,1,1,2,1,2,0
D,S,O,1,2,1,2,2,1,2,0
D,A,I,1,3,1,1,2,1,2,0
F,A,I,2,3,1,2,2,1,2,0
H,S,X,1,3,1,1,2,1,2,0
B,X,O,2,2,3,1,2,1,1,0
C,R,O,1,1,1,2,2,1,1,0
H,S,X,1,3,1,1,2,1,2,0
C,H,I,1,2,1,2,2,1,2,1
H,S,X,1,2,1,1,2,1,2,0
D,K,C,2,3,1,2,2,2,2,0
D,K,C,2,2,1,2,2,2,2,1
E,A,I,2,2,1,2,2,1,2,0
H,S,X,1,2,1,1,2,1,2,0
C,A,O,1,3,1,1,2,1,1,0
H,S,X,1,2,1,1,2,1,1,0
B,X,O,1,3,1,1,2,1,1,0
B,X,O,1,3,1,1,2,1,1,0
B,X,O,1,1,1,1,2,1,1,0
B,X,O,1,2,1,1,2,1,1,0
B,X,O,1,2,1,2,2,1,1,1
D,S,I,2,3,1,1,2,1,1,0
D,S,O,1,2,1,2,2,1,1,0
C,S,I,1,3,1,1,2,1,1,1
D,S,O,1,2,1,2,2,1,1,1
D,S,O,1,2,1,2,2,1,1,0
E,A,I,2,3,1,1,2,1,1,0
C,S,O,1,3,1,1,2,1,1,1
H,S,X,1,2,1,1,1,1,1,0
E,S,O,1,2,1,1,2,1,1,0
H,S,X,1,2,1,1,2,1,1,0
E,A,O,1,3,1,1,2,1,1,0
E,S,I,1,2,1,2,2,1,1,0
E,S,O,1,3,1,1,2,1,1,0
H,S,X,2,2,1,1,1,1,1,0
C,R,O,1,3,1,1,2,1,1,0
H,S,X,2,2,1,1,2,1,1,0
C,R,I,1,3,1,1,2,1,1,1
D,S,O,1,3,1,1,2,1,1,0
C,R,O,1,3,1,1,2,1,1,0
H,A,X,1,2,1,1,2,1,1,0
B,X,O,1,2,1,1,2,1,1,0
C,A,O,1,3,1,2,2,1,1,0
H,A,X,1,2,1,2,2,1,1,2
E,A,I,2,3,1,2,2,1,1,1
D,A,I,1,3,1,1,2,1,1,0
D,R,O,1,3,1,1,2,1,1,1
C,A,O,1,2,1,2,2,1,1,0
C,R,O,1,1,1,1,2,1,1,0
D,R,O,1,3,1,1,2,1,1,0
D,A,I,1,2,1,2,2,1,1,0
B,X,O,1,2,1,1,2,1,1,0
D,R,O,1,3,1,1,2,1,1,0
D,S,O,1,3,1,1,2,1,1,0
D,A,I,1,2,1,2,2,1,1,0
D,A,O,1,3,1,1,2,1,1,0
C,R,O,1,3,1,1,2,1,1,0
H,S,X,1,2,1,2,1,1,1,0
D,S,I,1,3,1,1,2,1,1,0
B,X,O,1,2,1,1,2,1,1,0
D,S,I,1,3,1,2,2,1,1,0
C,R,O,1,2,1,1,2,1,1,0
C,R,O,1,2,1,1,2,1,1,0
H,A,X,1,3,1,2,1,1,1,0
D,R,I,1,3,1,1,2,1,1,0
D,R,I,1,3,1,2,2,1,1,0
H,R,X,1,2,1,2,1,1,1,0
B,X,O,1,2,1,1,2,1,1,0
C,S,O,1,2,1,1,2,1,1,0
H,S,X,1,3,1,2,1,1,1,0
C,S,O,1,3,1,2,2,1,1,2
