D,A,O,1,3,1,1,2,1,2,0,0,0
C,R,O,1,3,1,1,2,1,1,0,0,0
C,H,I,1,3,1,1,2,1,2,0,0,0
B,X,O,1,3,1,1,2,1,1,0,0,0
F,K,I,1,3,1,2,2,1,2,0,0,0
B,X,O,1,3,1,1,2,1,2,0,0,0
D,A,I,1,2,1,2,2,1,2,0,0,0
D,S,O,1,3,1,2,2,1,2,0,0,0
D,A,O,1,3,1,2,2,1,2,0,0,0
D,S,I,1,3,1,1,2,1,1,0,0,0
D,A,O,1,2,1,2,2,1,2,0,0,0
D,K,I,1,3,1,2,2,1,2,0,2,1
C,K,O,1,2,3,2,2,1,2,0,0,0
H,R,X,1,2,1,1,2,1,2,0,0,0
H,S,X,1,2,1,1,1,1,2,0,0,0
C,K,I,1,3,1,2,2,1,2,0,0,0
C,R,I,2,3,3,1,2,1,2,0,0,0
B,X,O,1,2,1,1,2,1,1,0,0,0
H,S,X,1,2,1,1,1,1,2,0,0,0
H,A,X,1,3,1,1,2,1,2,0,0,0
H,R,X,1,2,1,1,1,1,2,0,0,0
C,S,O,2,2,1,2,2,1,2,0,1,0
C,S,O,1,2,1,1,2,1,2,0,0,0
C,S,O,1,2,1,1,2,1,2,0,0,0
D,S,O,1,2,1,2,2,1,2,2,4,0
D,S,O,1,3,1,1,2,1,2,1,0,0
C,R,O,1,2,3,1,2,1,2,0,0,0
E,A,O,1,2,1,1,2,1,2,0,0,0
C,S,O,1,2,1,1,2,1,2,0,0,0
B,X,O,2,2,3,1,2,1,1,0,0,0
H,R,X,1,2,1,1,1,1,2,0,0,0
H,S,X,1,2,1,2,2,1,2,0,0,0
E,A,I,2,2,1,2,2,1,2,2,0,0
H,S,X,1,2,1,1,2,1,2,0,0,0
B,X,O,1,3,1,1,2,1,1,0,0,0
B,X,I,1,2,1,1,2,1,1,0,0,0
C,S,O,2,2,1,1,2,1,1,0,0,0
B,X,O,1,3,1,1,2,1,1,0,0,0
D,A,I,1,3,1,2,2,1,1,0,0,0
H,R,X,1,3,1,1,1,1,1,0,0,0
D,S,O,1,2,1,2,2,1,1,1,0,0
D,A,I,1,3,1,2,2,1,1,0,0,0
F,A,I,1,2,1,2,2,2,1,1,0,0
E,A,I,2,3,1,1,2,1,1,2,0,0
H,A,X,1,2,1,2,2,1,1,0,0,0
D,S,O,1,2,1,2,2,1,1,0,0,0
F,A,I,2,2,1,2,2,1,1,0,0,0
E,A,O,1,2,1,2,2,1,1,0,0,0
H,S,X,1,2,1,1,1,1,1,0,0,0
E,A,O,1,3,1,1,2,1,1,0,0,0
B,X,O,1,3,1,1,2,1,1,0,0,0
C,R,O,1,3,1,1,2,1,1,0,0,0
B,X,O,1,1,1,1,2,1,1,0,0,0
D,R,I,1,3,1,1,2,1,1,0,0,0
C,S,O,1,2,1,1,2,1,1,0,0,0
C,R,O,1,3,1,1,2,1,1,0,0,0
C,S,O,1,3,1,1,2,1,1,0,0,0
H,S,X,1,1,1,1,2,1,1,0,0,0
E,A,O,1,1,1,2,2,1,1,3,0,0
H,S,X,1,2,1,1,2,1,1,0,0,0
C,S,O,2,3,1,1,2,1,1,1,0,0
D,A,O,2,3,1,1,2,1,1,0,0,0
B,X,I,1,3,1,1,2,1,1,0,0,0
D,S,I,1,2,1,2,2,1,1,0,3,0
B,X,O,1,3,1,1,2,1,1,0,0,0
B,X,O,1,3,1,1,2,1,1,0,0,0
H,S,X,1,3,1,1,2,1,1,0,0,0
H,R,X,1,1,1,1,2,1,1,0,0,0
H,R,X,1,3,1,1,2,1,1,0,0,0
C,S,O,2,2,3,2,2,1,1,1,0,0
H,A,X,1,2,1,2,2,1,1,0,0,0
H,R,X,1,2,1,1,2,1,1,0,0,0
B,X,O,1,2,1,1,2,1,1,0,0,0
B,X,I,1,2,1,1,2,1,1,0,0,0
C,R,O,1,3,1,1,2,1,1,0,0,0
D,A,I,2,2,3,2,2,1,1,0,0,0
D,S,O,1,3,1,1,2,1,1,1,0,0
C,S,O,1,3,1,1,2,1,1,0,0,0
H,S,X,1,3,1,1,1,1,1,0,0,0
H,R,X,1,2,1,1,1,1,1,0,0,0
C,S,O,1,3,1,1,2,1,1,0,0,0
D,A,I,1,3,1,2,2,1,1,0,0,0
H,R,X,1,3,1,1,1,1,1,0,0,0
C,A,I,1,2,1,2,2,1,1,0,0,0
C,R,O,1,2,1,2,2,1,1,0,0,0
H,S,X,1,3,1,2,2,1,1,1,0,0
C,R,O,1,1,1,2,2,1,1,0,0,0
H,S,X,1,2,1,2,2,1,1,0,0,0
D,R,O,1,3,1,1,2,1,1,0,0,0
C,S,O,1,3,1,2,2,1,1,0,0,0
H,R,X,1,2,1,1,2,1,1,0,0,0
C,S,O,1,2,1,1,2,1,1,0,0,0
D,S,O,1,3,1,1,2,1,1,0,0,0
C,S,O,1,2,1,1,2,1,1,0,0,0
B,X,O,1,3,1,1,2,1,1,0,0,0
C,S,O,2,3,1,2,2,1,1,0,0,0
D,A,O,1,2,1,2,2,1,1,0,0,0
C,R,O,1,3,1,1,2,1,1,0,0,0
C,H,O,1,3,1,2,2,1,1,0,0,0
B,X,O,1,3,1,1,2,1,1,0,0,0
D,A,I,1,2,1,2,2,1,1,1,0,0
H,R,X,1,1,1,2,2,1,1,0,0,0
B,X,I,1,1,1,2,2,1,1,0,0,0
H,R,X,1,3,1,2,2,1,1,0,0,0
H,R,X,1,2,1,1,2,1,1,0,0,0
H,S,X,1,3,1,2,2,1,1,0,0,0
F,A,I,1,2,1,2,2,1,1,1,0,0
E,A,O,1,2,1,2,2,1,1,1,0,0
H,S,X,1,2,1,2,1,1,1,0,0,0
B,X,O,1,3,1,1,2,1,1,0,0,0
C,S,O,1,3,1,1,2,1,1,0,0,0
B,X,O,1,3,1,1,2,1,1,0,0,0
C,R,O,1,2,1,1,2,1,1,0,0,0
H,S,X,1,3,1,1,2,1,1,0,0,0
D,A,I,1,3,1,2,2,1,1,2,0,0
D,A,I,1,3,1,1,2,1,1,0,1,0
H,S,X,1,3,1,2,1,1,1,0,0,0
D,S,O,1,3,1,1,2,1,1,0,0,0
C,S,O,2,2,2,1,2,1,1,0,0,0
C,S,O,1,2,1,2,2,1,1,0,0,0
E,A,C,2,2,1,2,2,1,1,0,0,0
C,A,O,2,2,3,2,2,1,1,0,0,0
D,A,O,1,3,1,2,2,1,1,0,0,0
H,R,X,1,3,1,1,2,1,1,0,0,0
E,K,I,1,2,1,2,2,1,1,1,0,0
H,S,X,1,3,1,1,1,1,1,0,0,0
C,R,O,1,3,1,1,2,1,1,0,0,0
E,K,C,2,2,3,2,2,2,1,2,2,0
E,K,C,2,2,3,2,2,2,1,0,0,0
H,S,X,1,2,1,1,1,1,1,0,0,0
E,A,O,2,2,1,2,2,1,1,0,0,0
H,R,X,1,2,1,1,1,1,1,0,0,0
F,S,I,2,2,1,2,2,1,1,2,0,0
C,S,O,1,3,1,1,2,1,1,0,0,0
H,A,X,1,2,1,1,1,1,1,0,0,0
D,R,O,1,3,1,1,2,1,1,0,0,0
D,H,O,1,2,1,2,2,1,1,0,0,0
H,S,X,1,3,1,1,1,1,1,0,0,0
H,S,X,1,2,1,1,2,1,1,1,0,0
