13,6922244,K00010.01,Kepler-8 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.522498429,1.98e-07,-1.98e-07,121.1194228,4.71e-05,-4.71e-05,0.631,0.007,-0.007,3.19843,0.00653,-0.00653,9145.7,6.6,-6.6,14.59,1.11,-1.11,1521.0,,,1264.67,307.23,-276.48,1741.5,1.0,q1_q17_dr25_tce,6225.0,112.0,-137.0,4.169,0.055,-0.045,1.451,0.11,-0.11,281.28812,42.45108,13.563
17,10480982,K00744.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,19.221388942,1.123e-06,-1.123e-06,184.5521637,4.5e-05,-4.5e-05,1.065,0.031,-0.034,4.79843,0.00235,-0.00235,74284.0,21.9,-21.9,49.29,16.03,-5.0,698.0,,,55.97,54.55,-16.4,2317.0,1.0,q1_q17_dr25_tce,6117.0,182.0,-200.0,4.496,0.052,-0.208,0.947,0.308,-0.096,295.81454,47.69035,15.341
19,10526549,K00746.01,Kepler-660 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.27358173,1.037e-05,-1.037e-05,173.258155,0.000877,-0.000877,0.387,0.004,-0.386,3.2875,0.0309,-0.0309,1288.3,16.8,-16.8,2.47,0.2,-0.24,649.0,,,41.85,12.49,-11.7,87.2,1.0,q1_q17_dr25_tce,4856.0,131.0,-146.0,4.583,0.065,-0.035,0.696,0.056,-0.068,288.13824,47.724449,15.302
21,10583180,K00748.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.696370652,7.534e-06,-7.534e-06,170.73769,0.00234,-0.00234,0.044,0.36,-0.044,3.6129,0.0686,-0.0686,397.9,9.5,-9.5,1.58,0.13,-0.16,1066.0,,,305.34,96.64,-86.33,48.2,1.0,q1_q17_dr25_tce,4989.0,149.0,-149.0,4.504,0.09,-0.06,0.819,0.067,-0.082,283.76547,47.804298,15.269
23,10601284,K00749.02,Kepler-226 b,CONFIRMED,CANDIDATE,0.98,0,0,0,0,3.94105221,1.094e-05,-1.094e-05,136.08662,0.00233,-0.00233,0.226,0.243,-0.226,2.5984,0.0737,-0.0737,363.3,13.9,-13.9,1.7,0.11,-0.16,1018.0,,,253.15,51.91,-57.65,28.9,2.0,q1_q17_dr25_tce,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.91,0.057,-0.086,292.37613,47.880989,15.416
26,10662202,K00750.01,Kepler-662 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,21.67699193,7.01e-05,-7.01e-05,171.53594,0.00258,-0.00258,0.896,0.01,-0.663,3.4555,0.0656,-0.0656,857.2,27.1,-27.1,2.95,0.12,-0.23,530.0,,,18.64,2.78,-3.8,34.3,1.0,q1_q17_dr25_tce,4954.0,79.0,-79.0,4.5,0.075,-0.02,0.828,0.032,-0.065,290.46512,47.92918,15.377
33,10910878,K00757.02,Kepler-229 d,CONFIRMED,CANDIDATE,0.992,0,0,0,0,41.19725502,9.345e-05,-9.345e-05,165.00404,0.00171,-0.00171,0.045,0.337,-0.045,4.6297,0.0633,-0.0633,2213.9,45.5,-45.5,3.86,0.15,-0.33,439.0,,,8.76,1.27,-1.9,51.2,2.0,q1_q17_dr25_tce,5031.0,75.0,-83.0,4.485,0.083,-0.028,0.848,0.033,-0.072,286.99948,48.37579,15.841
92,3351888,K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.625522174,1.58e-07,-1.58e-07,170.8266564,7.61e-05,-7.61e-05,0.076,0.022,-0.076,2.38963,0.00338,-0.00338,7969.0,11.8,-11.8,9.73,1.41,-1.42,1579.0,,,1467.41,576.36,-452.24,799.7,1.0,q1_q17_dr25_tce,5539.0,83.0,-74.0,4.322,0.137,-0.1,1.106,0.161,-0.161,293.87192,38.422939,15.001
93,3453214,K00802.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,19.620346923,3.73e-06,-3.73e-06,181.881819,0.000148,-0.000148,0.458,0.08,-0.165,2.0038,0.0292,-0.0292,21725.0,85.0,-85.0,13.6,1.82,-0.92,643.0,,,40.39,14.34,-7.31,340.5,1.0,q1_q17_dr25_tce,5710.0,76.0,-85.0,4.492,0.048,-0.112,0.905,0.121,-0.061,293.81619,38.563568,15.562
116,4913852,K00818.01,Kepler-691 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.11437482,1.092e-05,-1.092e-05,176.33968,0.00107,-0.00107,0.573,0.0,-0.468,2.2736,0.0447,-0.0447,1558.0,32.0,-32.0,2.1,0.14,-0.16,460.0,,,10.55,2.46,-2.31,56.4,1.0,q1_q17_dr25_tce,3692.0,73.0,-83.0,4.753,0.032,-0.039,0.517,0.035,-0.039,288.81201,40.033401,15.877
