3,10811496,K00753.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,19.89913995,1.494e-05,-1.494e-05,175.850252,0.000581,-0.000581,0.969,5.126,-0.077,1.7822,0.0341,-0.0341,10829.0,171.0,-171.0,14.6,3.92,-1.31,638.0,,,39.3,31.04,-10.49,76.3,1.0,q1_q17_dr25_tce,5853.0,158.0,-176.0,4.544,0.044,-0.176,0.868,0.233,-0.078,297.00482,48.134129,15.436
14,10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.709214104,6.536e-06,-6.536e-06,133.98318,0.00143,-0.00143,0.051,0.395,-0.051,2.6302,0.0427,-0.0427,131.1,3.0,-3.0,1.16,0.17,-0.12,1206.0,,,500.46,197.96,-130.54,50.6,2.0,q1_q17_dr25_tce,5833.0,105.0,-117.0,4.407,0.085,-0.114,1.022,0.143,-0.107,295.64871,48.49556,12.772
24,10601284,K00749.03,Kepler-226 d,CONFIRMED,CANDIDATE,0.971,0,0,0,0,8.10904807,6.787e-05,-6.787e-05,132.8031,0.00716,-0.00716,0.025,0.425,-0.025,3.596,0.198,-0.198,217.4,16.8,-16.8,1.3,0.09,-0.12,800.0,,,97.03,19.9,-22.09,14.1,3.0,q1_q17_dr25_tce,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.91,0.057,-0.086,292.37613,47.880989,15.416
25,2306756,K00113.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,386.6030528,0.0001369,-0.0001369,166.342079,0.000299,-0.000299,0.9765,0.0497,-0.0268,6.8057,0.0184,-0.0184,24927.0,45.8,-45.8,41.5,1.68,-1.68,297.0,,,1.84,0.26,-0.24,994.0,1.0,q1_q16_tce,5543.0,79.0,-79.0,4.081,0.014,-0.014,1.58,0.064,-0.064,292.27374,37.671558,12.394
30,11465813,K00771.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,670.645531,0.001237,-0.001237,209.04355,0.00157,-0.00157,0.701,0.004,-0.005,53.412,0.131,-0.131,18091.0,33.5,-33.5,14.14,2.13,-0.71,196.0,,,0.35,0.15,-0.06,642.7,1.0,q1_q17_dr25_tce,5520.0,100.0,-111.0,4.466,0.032,-0.12,0.983,0.148,-0.049,296.69861,49.316479,15.207
31,11493732,K00772.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,61.2563628,0.000156,-0.000156,173.83826,0.00209,-0.00209,1.248,6.912,-0.067,7.633,0.105,-0.105,5123.3,70.6,-70.6,39.87,12.79,-5.48,505.0,,,15.43,14.85,-5.51,85.3,1.0,q1_q17_dr25_tce,6144.0,184.0,-220.0,4.402,0.072,-0.217,1.091,0.35,-0.15,283.72592,49.479519,15.25
35,10987985,K00758.01,Kepler-665 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.01308419,4.854e-05,-4.854e-05,176.3608,0.00243,-0.00243,0.799,0.097,-0.551,3.2554,0.0791,-0.0791,1121.9,39.4,-39.4,3.1,0.34,-0.31,593.0,,,29.31,11.77,-8.24,33.2,1.0,q1_q17_dr25_tce,5015.0,164.0,-149.0,4.499,0.092,-0.115,0.826,0.091,-0.082,297.02563,48.478588,15.39
42,9579641,K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.412203927,3.052e-06,-3.052e-06,133.143089,0.000468,-0.000468,0.787,0.005,-0.565,2.9472,0.024,-0.024,601.6,4.0,-4.0,2.94,0.43,-0.38,1093.0,,,337.68,137.29,-102.18,166.7,1.0,q1_q17_dr25_tce,5779.0,104.0,-115.0,4.339,0.132,-0.108,1.087,0.157,-0.142,287.88733,46.276241,12.791
51,12404086,K00788.01,Kepler-681 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,26.39432897,5.724e-05,-5.724e-05,176.05459,0.00176,-0.00176,0.602,0.25,-0.396,3.573,0.0643,-0.0643,1510.9,36.3,-36.3,3.07,0.41,-0.22,489.0,,,13.49,6.07,-3.21,48.2,1.0,q1_q17_dr25_tce,5129.0,154.0,-154.0,4.595,0.03,-0.084,0.763,0.103,-0.055,289.39972,51.25032,15.234
56,11754553,K00775.02,Kepler-52 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.8774163,1.493e-05,-1.493e-05,176.3759,0.00147,-0.00147,0.041,0.409,-0.041,2.0805,0.0517,-0.0517,1306.1,37.7,-37.7,2.16,0.09,-0.11,553.0,,,22.18,3.97,-3.59,38.7,1.0,q1_q17_dr25_tce,4126.0,82.0,-82.0,4.661,0.022,-0.022,0.615,0.027,-0.029,286.73804,49.97575,15.095
