11,11446443,K00001.01,Kepler-1 b,CONFIRMED,CANDIDATE,0.811,0,0,0,0,2.470613377,2.7e-08,-2.7e-08,122.763305,8.7e-06,-8.7e-06,0.818,0.001,-0.001,1.74319,0.00107,-0.00107,14231.0,4.2,-4.2,13.04,0.51,-0.51,1339.0,,,761.46,106.21,-95.76,4304.3,1.0,q1_q17_dr25_tce,5820.0,78.0,-78.0,4.457,0.024,-0.024,0.964,0.038,-0.038,286.80847,49.316399,11.338
22,10601284,K00749.01,Kepler-226 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.349553819,8.834e-06,-8.834e-06,171.80694,0.00127,-0.00127,0.092,0.369,-0.092,3.0278,0.0471,-0.0471,831.0,14.8,-14.8,2.55,0.16,-0.24,919.0,,,168.99,34.66,-38.48,60.6,1.0,q1_q17_dr25_tce,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.91,0.057,-0.086,292.37613,47.880989,15.416
29,11463211,K00770.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.50635409,4.7e-07,-4.7e-07,170.998064,0.000246,-0.000246,0.86,0.042,-0.125,1.5155,0.0483,-0.0483,2211.7,18.3,-18.3,4.53,1.01,-0.44,1452.0,,,1054.12,703.1,-292.26,181.1,1.0,q1_q17_dr25_tce,5714.0,155.0,-172.0,4.563,0.04,-0.16,0.831,0.186,-0.08,295.66522,49.351009,15.525
39,11152159,K00761.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.701287801,5.634e-06,-5.634e-06,170.69579,0.00164,-0.00164,1.016,3.967,-0.059,3.3827,0.0892,-0.0892,860.4,20.9,-20.9,6.54,1.64,-0.75,1222.0,,,527.81,411.33,-166.35,48.3,1.0,q1_q17_dr25_tce,5550.0,182.0,-182.0,4.468,0.091,-0.169,0.91,0.228,-0.105,297.92365,48.777321,15.54
53,9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.12594387,1.406e-05,-1.406e-05,139.00492,0.00159,-0.00159,0.898,0.013,-0.699,3.0014,0.0384,-0.0384,192.4,4.4,-4.4,1.79,0.26,-0.23,997.0,,,233.31,94.86,-70.6,47.1,2.0,q1_q17_dr25_tce,5779.0,104.0,-115.0,4.339,0.132,-0.108,1.087,0.157,-0.142,287.88733,46.276241,12.791
65,11923270,K00781.01,Kepler-676 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.59822233,1.407e-05,-1.407e-05,180.395376,0.000923,-0.000923,0.679,0.187,-0.47,2.5237,0.052,-0.052,2804.5,46.3,-46.3,2.65,0.21,-0.29,396.0,,,5.82,1.49,-1.63,71.0,1.0,q1_q17_dr25_tce,3688.0,73.0,-91.0,4.79,0.05,-0.045,0.473,0.037,-0.051,296.22195,50.28722,15.937
82,2713049,K00794.01,Kepler-683 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.539183147,5.073e-06,-5.073e-06,169.67494,0.0016,-0.0016,0.238,0.198,-0.238,2.4282,0.0559,-0.0559,382.1,11.4,-11.4,2.06,0.29,-0.28,1332.0,,,743.09,290.34,-212.44,38.9,1.0,q1_q17_dr25_tce,5519.0,82.0,-74.0,4.35,0.126,-0.103,1.062,0.154,-0.14,291.43997,37.905659,15.026
88,8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,0.952,0,0,0,0,23.9800854,0.0002003,-0.0002003,147.537,0.00647,-0.00647,0.95,0.004,-0.66,5.351,0.177,-0.177,104.0,6.5,-6.5,1.31,0.2,-0.13,649.0,,,41.94,17.84,-10.73,17.1,4.0,q1_q17_dr25_tce,5854.0,105.0,-117.0,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882
95,3641726,K00804.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,9.02930689,1.648e-05,-1.648e-05,177.20422,0.00142,-0.00142,0.024,0.401,-0.024,3.1449,0.0528,-0.0528,1019.8,21.9,-21.9,2.57,0.44,-0.26,757.0,,,77.75,43.01,-22.28,53.9,1.0,q1_q17_dr25_tce,5349.0,167.0,-167.0,4.526,0.063,-0.108,0.82,0.141,-0.082,290.33362,38.72823,15.387
111,5358241,K00829.03,Kepler-53 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,38.5576546,0.0001765,-0.0001765,163.85063,0.00407,-0.00407,0.911,0.025,-0.663,5.794,0.199,-0.199,993.0,26.8,-26.8,4.02,0.62,-0.36,550.0,,,21.71,8.73,-4.66,39.7,2.0,q1_q17_dr25_tce,5775.0,78.0,-78.0,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386
