3,0,38,0,2393,58,2,33,1,1,1,15,145.805,0
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,0
13,0,37,2,9115,121,144,43,3,1,1,30,945.44,0
0,0,37,0,875,14,0,11,2,1,2,25,40.005,1
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1
21,1,36,8,10435,93,1,42,5,2,1,55,159.42,0
9,0,35,0,2990,41,9,16,3,1,2,30,157.24,1
0,0,36,0,133,2,0,2,3,1,2,30,5.4,1
2,0,18,0,1695,26,28,14,2,1,1,25,203.445,0
10,0,40,2,4575,86,7,27,3,1,1,30,214.44,0
12,0,39,1,15545,185,155,32,2,1,1,25,1405.35,0
5,0,40,1,770,17,18,10,3,1,1,30,103.48,0
3,0,38,1,193,5,5,4,3,1,1,30,27.92,1
28,0,33,4,16135,241,5,82,2,1,1,25,759.42,0
15,0,17,1,8993,174,78,42,5,1,1,55,254.505,0
3,0,32,2,6905,113,266,31,2,2,1,25,1512.81,0
11,0,41,1,2533,62,369,28,3,1,1,30,1579.8,0
4,0,42,1,2473,60,12,37,2,1,1,25,167.985,0
10,0,42,0,2318,56,18,21,3,1,2,30,166.96,0
5,0,42,2,3175,29,493,12,3,1,1,30,2100.16,0
4,0,41,1,7588,129,394,47,3,1,1,30,1884.68,0
24,1,37,0,1035,49,26,21,3,1,2,30,147.36,1
1,0,40,0,213,4,10,6,3,1,2,30,48.68,1
2,0,40,1,1748,27,10,10,4,1,1,45,69.375,0
7,0,34,0,4290,69,0,13,2,1,1,25,196.155,0
5,0,32,0,2700,51,165,19,2,1,1,25,866.295,0
0,0,22,0,0,0,11,0,4,1,2,45,27.5,0
6,0,42,1,1928,35,15,12,4,1,1,45,86.575,0
16,0,30,7,10175,83,0,36,4,1,1,45,256.45,0
20,0,25,2,15815,228,0,74,2,1,1,25,721.935,0
1,0,28,2,6705,106,256,27,2,2,1,25,1458.495,0
2,0,40,0,1055,22,11,16,2,1,2,25,97.965,0
9,0,40,1,11645,162,22,52,4,1,1,45,350.175,0
5,0,38,0,1845,52,49,25,3,1,2,30,271.88,0
8,0,39,0,2960,61,186,28,2,1,1,25,972.945,0
8,0,34,0,2273,52,348,19,3,1,1,30,1485.0,0
0,0,31,0,2660,14,0,9,3,1,1,30,106.96,0
7,1,33,0,2088,36,23,26,3,1,2,30,176.96,1
0,0,33,0,1488,17,0,1,3,1,1,30,60.2,0
0,0,33,0,0,0,0,0,5,1,1,55,0.0,0
2,0,24,1,1135,28,182,6,2,2,1,25,871.335,0
14,0,14,1,6213,133,74,37,2,2,1,25,618.57,0
10,0,12,0,8753,163,62,35,4,1,1,45,377.9,0
14,0,38,2,4798,76,22,50,1,1,1,15,389.07,0
4,0,26,0,1425,20,42,18,4,1,2,45,141.125,0
12,0,16,5,3453,55,52,34,3,1,1,30,348.32,0
3,0,38,0,13173,159,0,29,3,1,1,30,533.28,0
2,0,38,0,5318,85,0,15,2,1,1,25,243.135,0
0,0,37,0,275,4,0,1,2,1,2,25,12.555,0
0,0,34,0,2240,12,0,4,3,1,1,30,90.08,0
0,0,36,0,1068,15,0,3,3,1,1,30,43.32,0
2,0,34,1,6365,106,250,18,2,2,1,25,1416.195,0
0,0,27,0,715,26,172,1,2,2,1,25,807.345,0
8,0,39,1,4485,77,37,21,3,1,1,30,330.48,0
11,0,39,2,3890,88,64,32,3,1,1,30,415.12,0
7,0,38,2,11580,160,43,51,4,1,1,45,401.0,0
13,0,37,2,5933,104,58,28,3,1,1,30,473.48,0
6,0,35,4,7080,122,303,37,3,2,1,30,1500.08,0
4,0,28,2,1430,42,225,15,3,2,1,30,958.88,0
0,0,27,0,940,16,53,7,4,1,2,45,156.4,0
0,1,36,0,0,0,0,0,2,1,2,25,0.0,1
9,0,35,0,2153,38,2,27,3,1,2,30,95.64,1
2,0,36,0,323,3,9,5,3,1,2,30,49.04,1
8,0,34,3,7155,117,280,36,2,2,1,25,1587.24,0
8,0,36,0,2970,54,184,26,2,1,1,25,964.08,0
8,0,37,0,2263,59,350,21,3,1,1,30,1492.88,0
5,0,37,1,11275,153,2,44,4,1,1,45,290.7,0
6,0,37,1,6528,74,99,34,2,1,1,25,742.59,0
0,0,36,0,438,6,0,1,4,1,2,45,11.1,1
23,0,33,2,15140,219,46,31,3,1,1,30,798.36,0
0,0,33,0,710,8,5,7,2,1,2,25,54.81,0
0,0,20,0,3225,55,0,22,3,1,1,30,131.2,0
0,0,13,0,1695,20,20,13,2,1,1,25,167.175,0
5,0,43,1,2393,64,10,34,2,1,1,25,155.565,0
8,0,43,1,5918,101,15,13,3,1,1,30,300.76,0
2,0,42,0,875,20,8,12,2,1,2,25,76.275,0
23,0,41,9,10435,99,9,43,5,2,1,55,171.51,0
15,0,41,2,5818,104,34,25,3,1,1,30,372.88,0
2,0,41,0,628,13,17,5,4,1,2,45,58.525,1
18,0,22,2,6392,147,93,43,2,2,1,25,712.755,0
16,0,39,1,4908,77,9,35,1,1,1,15,323.675,0
6,1,37,0,1338,18,17,4,4,1,2,45,76.4,1
4,0,36,0,1743,49,334,24,2,1,1,25,1583.64,0
19,0,37,2,14430,214,29,32,3,1,1,30,701.76,0
2,0,36,0,6008,64,83,37,2,1,1,25,646.74,0
0,0,35,0,958,14,0,6,3,1,1,30,38.88,0
2,0,15,2,2142,34,6,19,3,1,1,30,111.04,0
3,0,37,1,6500,86,186,26,3,1,1,30,1007.44,0
2,0,38,0,710,14,13,8,3,1,2,30,80.96,0
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1
21,1,36,8,10435,93,1,42,5,1,1,55,159.42,0
2,0,36,0,3718,82,2,28,2,1,1,25,180.0,0
10,0,38,0,4198,66,1,35,1,1,1,15,240.02,0
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,0
6,0,38,0,5918,95,7,12,3,1,1,30,268.52,0
9,0,35,0,2990,41,9,16,3,1,2,30,157.24,1
25,1,31,3,16075,238,0,80,2,1,1,25,734.085,0
6,0,36,0,2780,53,175,23,2,1,1,25,914.985,0
2,0,18,0,1695,26,28,14,2,1,1,25,203.445,0
12,0,15,0,8932,171,73,40,4,1,1,45,410.075,0
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1
1,0,37,1,6255,83,184,26,3,1,1,30,989.52,0
0,0,36,0,383,4,7,4,4,1,1,45,27.175,1
4,0,34,3,6720,113,269,33,2,2,1,25,1517.985,0
0,0,25,0,2980,58,6,23,3,1,1,30,145.52,0
0,0,9,1,4145,37,213,10,3,1,1,30,1019.28,0
0,0,34,0,1995,30,273,14,3,1,1,30,1173.0,0
0,0,34,0,13408,160,0,40,3,1,1,30,542.72,0
0,0,33,0,7143,118,372,39,2,1,1,25,2000.745,0
17,0,27,1,15710,229,0,76,2,1,1,25,717.255,0
0,0,22,0,1203,30,18,64,4,1,1,45,75.825,0
0,0,5,0,4025,31,203,6,3,1,1,30,974.24,0
3,0,40,0,13548,165,3,46,3,1,1,30,560.52,0
5,0,40,0,2013,50,11,19,3,1,2,30,126.52,0
0,0,39,0,650,10,3,13,2,1,2,25,43.2,0
0,0,38,0,1443,21,3,8,3,1,1,30,70.56,0
2,0,38,0,2555,49,178,25,2,1,1,25,918.18,0
0,0,28,0,2455,14,0,8,3,1,1,30,98.76,0
0,0,27,0,6400,89,0,16,4,1,1,45,162.225,0
10,0,41,0,2408,64,367,28,3,1,1,30,1566.88,0
3,0,42,0,2348,62,10,37,1,1,1,15,187.55,0
7,0,42,0,13728,173,8,48,3,1,1,30,588.04,0
3,0,41,0,7463,131,392,47,2,1,1,25,2105.73,0
1,0,40,0,1623,29,8,10,3,1,1,30,98.08,0
0,0,30,0,780,14,29,7,4,1,2,45,92.35,0
16,0,21,1,6348,145,93,46,2,2,1,25,710.685,0
0,0,30,0,3633,50,0,27,1,1,1,15,202.565,0
0,0,28,0,2215,37,153,15,2,1,1,25,789.84,0
0,0,18,0,1003,23,8,60,4,1,1,45,45.65,0
0,0,10,0,1130,10,6,6,2,1,1,25,78.3,0
22,0,39,2,15015,227,58,35,3,1,1,30,841.68,0
4,0,38,0,11340,156,15,50,3,1,1,30,519.84,0
0,0,27,0,700,12,25,6,4,1,2,45,80.3,0
0,0,26,0,3100,63,12,26,3,1,1,30,174.52,0
3,0,32,0,1968,46,341,17,2,1,1,25,1625.13,0
0,0,33,0,5433,81,0,5,2,1,1,25,248.13,0
0,0,32,0,0,0,0,0,2,1,2,25,0.0,1
2,1,30,0,2505,27,0,9,2,1,2,25,113.94,1
2,0,31,0,1783,30,16,24,3,1,2,30,136.52,1
0,0,21,0,1083,25,12,61,4,1,1,45,57.7,0
10,0,36,2,4070,86,46,41,3,1,1,30,350.24,0
6,0,36,2,4810,87,16,38,3,1,1,30,259.88,0
0,0,35,0,1170,18,14,24,2,1,2,25,116.46,0
1,0,36,0,1005,18,27,21,2,1,2,25,167.535,0
0,1,35,0,295,4,14,13,2,1,2,25,76.455,1
6,0,35,2,11760,158,25,60,3,1,1,30,576.72,0
12,0,34,2,6113,102,40,37,2,1,1,25,459.675,0
1,0,34,1,4013,86,16,41,2,1,1,25,256.455,0
7,0,31,0,50,2,0,1,2,1,2,25,2.34,1
0,0,31,0,5880,81,0,5,4,1,1,45,149.025,0
0,0,16,0,0,0,0,0,2,1,1,25,0.0,0
5,0,36,0,2263,60,384,26,3,1,1,30,1628.92,0
0,0,37,1,2905,27,508,10,3,1,1,30,2149.28,0
0,0,36,0,0,0,25,0,2,1,2,25,112.5,1
0,0,36,0,7318,127,409,45,3,1,1,30,1933.8,0
4,0,35,0,2078,44,59,33,3,1,2,30,320.88,1
1,0,33,3,6775,116,296,35,2,2,1,25,1642.095,0
5,0,35,0,3778,54,0,29,1,1,1,15,210.76,0
0,0,34,0,455,2,0,5,2,1,2,25,20.565,0
18,0,30,0,535,35,0,11,2,1,2,25,25.65,1
16,0,33,6,10015,81,0,36,4,1,1,45,252.4,0
0,0,31,0,2420,10,0,8,3,1,1,30,97.2,0
0,0,33,0,0,0,0,0,3,1,2,30,0.0,1
0,0,33,0,0,0,0,0,4,1,1,45,0.0,0
0,0,33,0,3298,70,0,22,2,1,1,25,151.56,0
0,0,37,0,0,0,9,0,2,1,2,25,40.5,0
0,0,36,0,2278,53,4,34,1,1,1,15,150.205,0
0,0,35,0,760,9,2,12,2,1,2,25,43.605,0
18,0,34,7,10320,88,3,43,4,1,1,45,267.7,0
0,0,34,0,513,2,11,5,4,1,2,45,40.375,1
2,0,35,0,14990,175,134,25,2,1,1,25,1285.425,0
2,1,33,0,2495,34,0,11,2,1,2,25,113.805,1
0,0,34,0,2285,46,159,18,2,1,1,25,820.395,0
0,0,25,0,820,29,177,6,2,2,1,25,834.705,0
0,0,7,0,3895,33,199,5,3,1,1,30,953.12,0
3,0,30,0,2148,48,344,21,2,1,1,25,1646.82,0
0,0,31,0,4210,71,0,22,3,1,1,30,171.24,0
6,0,29,0,5513,86,11,21,2,1,1,25,301.455,1
0,0,40,0,7203,127,385,42,3,1,1,30,1833.2,0
18,0,39,8,10130,93,2,41,5,1,1,55,156.345,0
1,0,30,1,1010,36,194,10,2,2,1,25,920.07,0
8,0,37,0,14178,174,1,42,3,1,1,30,578.08,0
14,0,35,1,6223,103,27,22,2,1,1,25,406.17,0
5,0,26,1,1720,41,194,9,2,2,1,25,952.245,0
5,0,25,0,1973,44,31,66,4,1,1,45,127.925,0
0,0,35,0,1223,37,0,15,3,1,2,30,50.4,0
10,0,33,6,9420,76,0,40,4,1,1,45,237.4,0
0,0,23,0,553,22,0,66,4,1,1,45,14.375,0
0,0,22,0,210,15,0,11,2,1,1,25,10.125,0
0,0,36,0,2088,52,0,31,1,1,1,15,117.7,0
0,0,36,0,2790,21,476,6,3,1,1,30,2016.44,0
4,0,33,0,2685,35,2,14,2,1,2,25,131.4,1
0,0,34,0,3413,76,0,26,2,1,1,25,157.005,0
0,0,7,0,4085,34,208,8,3,1,1,30,996.76,0
