107,57,106,172,50,6,255,26,28,169,280,957,264,85,5,9,181,183,negative 
88,46,74,171,68,6,152,43,19,148,180,349,192,71,5,11,189,195,negative 
102,45,85,193,64,6,192,33,22,146,217,570,163,76,6,7,195,193,negative 
88,42,77,151,58,8,140,47,18,142,165,293,158,64,10,11,198,205,positive
93,35,66,154,59,6,142,46,18,128,162,304,120,64,5,13,197,202,negative
93,37,76,183,63,8,164,40,20,134,191,405,139,67,4,7,192,197,positive
119,54,106,220,65,12,213,31,24,167,223,675,232,66,20,1,192,202,positive
85,42,66,122,54,6,148,46,19,141,172,317,174,88,6,14,180,182,negative 
101,42,62,175,67,6,149,43,19,139,169,341,165,65,7,11,202,209,negative 
101,56,104,185,53,6,257,26,28,168,275,956,230,83,5,26,180,184,negative 
96,40,70,120,50,8,137,50,18,141,162,269,139,80,10,13,183,183,negative 
84,45,66,154,65,6,145,46,19,144,168,312,177,73,2,3,184,188,negative 
95,46,105,219,68,9,201,33,23,148,223,602,201,69,5,38,191,202,negative
99,48,79,199,68,6,185,35,22,153,202,524,171,74,5,8,195,195,negative 
89,40,77,159,65,9,144,46,19,141,168,314,143,70,0,5,190,200,negative 
93,43,85,133,54,10,155,44,19,153,174,351,165,75,12,13,184,196,negative 
85,45,71,150,63,8,143,46,19,147,171,307,179,72,2,3,187,196,negative 
100,48,95,209,68,7,199,32,23,150,216,605,200,73,7,11,192,194,negative 
87,42,64,150,64,10,133,50,18,142,157,264,159,67,7,1,193,201,negative 
93,35,72,172,62,7,149,44,19,124,169,334,125,62,5,30,203,210,negative
93,42,70,131,56,7,127,53,18,145,156,240,152,74,5,4,189,190,negative 
103,54,91,179,57,11,220,31,25,170,220,707,198,72,1,32,186,198,negative
84,39,90,180,60,7,177,37,21,131,209,469,145,71,4,38,190,198,negative
91,42,66,169,66,7,145,44,19,140,169,325,159,67,4,0,201,207,negative 
84,35,53,122,57,4,116,59,17,123,135,196,128,76,10,27,183,190,positive
97,48,94,198,63,9,181,36,21,155,200,494,189,64,20,11,199,203,negative
87,40,81,162,68,10,146,46,19,139,167,317,157,70,0,13,189,199,negative 
93,43,76,149,57,7,149,44,19,143,172,335,176,69,14,0,189,194,positive
90,36,74,171,60,8,157,42,19,128,177,367,123,61,6,21,197,204,positive
