0.65,0.57,0.4,0.06,0.5,0.0,0.49,0.23,positive
0.89,0.41,0.41,0.22,0.5,0.0,0.52,0.22,positive
0.64,0.64,0.56,0.21,0.5,0.0,0.5,0.22,negative
0.4,0.52,0.53,0.52,0.5,0.0,0.51,0.22,negative
0.79,0.74,0.49,0.33,0.5,0.0,0.48,0.22,negative
0.97,0.59,0.32,0.04,0.5,0.0,0.53,0.26,positive
0.67,0.34,0.45,0.56,0.5,0.0,0.46,0.25,positive
0.35,0.53,0.35,0.33,0.5,0.0,0.5,0.32,negative
0.81,0.51,0.38,0.04,0.5,0.0,0.47,0.25,positive
0.83,0.7,0.47,0.16,0.5,0.0,0.58,0.24,positive
0.9,0.87,0.46,0.1,0.5,0.0,0.44,0.22,positive
0.46,0.59,0.38,0.12,0.5,0.0,0.5,0.22,negative
0.74,0.59,0.44,0.18,0.5,0.0,0.54,0.24,positive
0.36,0.5,0.39,0.23,0.5,0.0,0.5,0.22,negative
0.87,0.66,0.44,0.53,0.5,0.0,0.58,0.24,positive
0.46,0.62,0.46,0.54,0.5,0.0,0.51,0.27,negative
0.76,0.67,0.37,0.22,0.5,0.0,0.54,0.22,positive
0.88,0.75,0.41,0.36,0.5,0.0,0.43,0.22,positive
0.43,0.28,0.41,0.32,0.5,0.0,0.52,0.22,negative
0.3,0.68,0.41,0.17,0.5,0.0,0.51,0.22,negative
0.74,0.82,0.46,0.24,0.5,0.0,0.48,0.22,negative
0.92,0.57,0.51,0.04,0.5,0.0,0.46,0.23,positive
0.73,0.78,0.44,0.07,0.5,0.0,0.57,0.34,positive
0.74,0.53,0.36,0.04,0.5,0.0,0.49,0.29,positive
0.74,0.42,0.6,0.1,0.5,0.0,0.51,0.22,positive
0.63,0.6,0.5,0.27,0.5,0.0,0.55,0.22,negative
0.54,0.62,0.36,0.33,0.5,0.0,0.49,0.24,positive
0.73,0.55,0.41,0.16,0.5,0.0,0.46,0.22,positive
0.76,0.44,0.38,0.05,0.5,0.0,0.56,0.22,positive
0.74,0.75,0.58,0.47,0.5,0.0,0.4,0.35,positive
0.52,0.55,0.39,0.09,1.0,0.0,0.55,0.25,negative
0.34,0.53,0.38,0.04,0.5,0.0,0.6,0.23,positive
0.64,0.49,0.42,0.17,0.5,0.0,0.56,0.22,positive
0.45,0.66,0.39,0.11,0.5,0.0,0.54,0.22,negative
0.51,0.48,0.51,0.43,0.5,0.0,0.49,0.22,negative
0.68,0.9,0.4,0.04,0.5,0.0,0.61,0.41,positive
0.79,0.44,0.48,0.13,0.5,0.0,0.56,0.22,positive
0.45,0.48,0.63,0.67,0.5,0.0,0.48,0.22,negative
0.27,0.49,0.36,0.26,0.5,0.0,0.49,0.26,negative
0.78,0.79,0.57,0.24,0.5,0.0,0.53,0.22,positive
0.52,0.51,0.51,0.54,0.5,0.0,0.55,0.27,negative
0.45,0.56,0.51,0.64,0.5,0.0,0.54,0.22,negative
0.34,0.9,0.41,0.24,0.5,0.0,0.43,0.24,positive
0.43,0.6,0.4,0.12,0.5,0.0,0.49,0.29,negative
0.49,0.41,0.32,0.21,0.5,0.0,0.5,0.32,negative
0.47,0.41,0.66,0.26,0.5,0.0,0.53,0.22,negative
0.39,0.81,0.35,0.28,0.5,0.0,0.51,0.45,negative
0.66,0.61,0.53,0.3,0.5,0.0,0.49,0.27,positive
0.67,0.69,0.36,0.22,0.5,0.0,0.49,0.22,positive
0.73,0.4,0.42,0.04,0.5,0.0,0.55,0.22,positive
0.82,0.39,0.29,0.54,0.5,0.0,0.47,0.23,positive
0.49,0.31,0.43,0.24,0.5,0.0,0.54,0.22,negative
0.6,0.68,0.3,0.27,0.5,0.0,0.55,0.22,negative
0.62,0.41,0.6,0.07,0.5,0.0,0.49,0.22,positive
0.72,0.6,0.51,0.43,0.5,0.0,0.58,0.24,positive
0.69,0.48,0.38,0.15,0.5,0.0,0.55,0.22,positive
0.74,0.67,0.41,0.04,0.5,0.0,0.5,0.23,positive
0.47,0.56,0.46,0.5,0.5,0.0,0.51,0.22,negative
0.53,0.68,0.42,0.19,0.5,0.0,0.53,0.22,negative
0.46,0.38,0.47,0.22,0.5,0.0,0.52,0.27,negative
0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,negative
0.73,0.34,0.41,0.4,0.5,0.0,0.52,0.22,positive
