32,management,single,tertiary,no,1410,yes,no,unknown,27,may,175,5,-1,0,unknown,no
25,housemaid,single,secondary,no,77,no,no,unknown,30,jan,640,2,215,4,success,yes
31,management,married,secondary,no,333,yes,no,cellular,25,feb,71,4,-1,0,unknown,yes
36,housemaid,married,primary,no,-125,no,yes,cellular,6,feb,91,2,-1,0,unknown,no
81,admin.,married,tertiary,no,20410,yes,yes,cellular,15,mar,642,1,136,0,unknown,yes
78,blue-collar,single,secondary,no,8327,no,no,cellular,14,jun,352,1,17,0,unknown,yes
45,admin.,married,primary,no,-494,no,no,cellular,14,apr,1154,2,609,0,unknown,yes
40,management,married,unknown,no,1611,yes,no,cellular,13,nov,393,2,3,0,unknown,yes
22,admin.,married,secondary,no,5602,yes,yes,cellular,28,jun,369,2,129,0,unknown,yes
77,services,married,secondary,no,1872,yes,no,cellular,23,may,121,3,26,1,failure,yes
48,blue-collar,married,unknown,no,2499,no,no,cellular,28,aug,429,3,-1,0,unknown,no
43,unemployed,married,secondary,no,1630,no,no,cellular,29,jul,153,3,-1,0,unknown,no
42,technician,married,tertiary,no,446,no,no,cellular,6,aug,286,3,-1,0,unknown,no
52,admin.,married,secondary,no,-407,no,no,cellular,24,feb,382,2,13,0,unknown,yes
40,blue-collar,married,secondary,no,-450,yes,no,cellular,15,may,181,1,-1,0,unknown,no
56,admin.,divorced,secondary,no,1026,yes,no,cellular,28,jul,173,2,-1,0,unknown,no
56,blue-collar,married,secondary,no,-528,no,no,cellular,18,jul,351,1,0,0,unknown,yes
45,services,divorced,secondary,no,88,no,yes,cellular,7,jul,332,1,-1,0,unknown,no
29,technician,single,secondary,no,-496,yes,yes,cellular,22,jul,422,8,-1,0,unknown,no
54,retired,married,secondary,no,303,yes,no,cellular,20,apr,240,1,349,2,failure,no
38,blue-collar,married,unknown,no,886,no,no,cellular,5,jul,676,5,-1,0,failure,yes
28,blue-collar,married,secondary,no,173,no,no,cellular,18,jul,588,7,-1,0,unknown,yes
37,management,single,tertiary,no,-670,yes,no,cellular,16,apr,240,1,-1,0,unknown,no
35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,768,2,141,3,failure,yes
50,blue-collar,married,primary,no,0,no,no,unknown,5,may,233,3,-1,0,unknown,no
44,admin.,married,secondary,no,0,yes,yes,unknown,16,may,159,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,3,yes,no,telephone,20,nov,47,1,190,1,failure,no
43,entrepreneur,divorced,tertiary,no,2064,no,yes,cellular,28,jul,295,1,178,0,success,yes
37,retired,single,tertiary,no,154,yes,no,telephone,19,aug,223,3,-1,0,failure,yes
65,services,single,secondary,no,-528,no,no,cellular,15,apr,716,2,465,0,unknown,yes
26,management,single,tertiary,no,1646,no,no,cellular,18,sep,890,5,-1,0,unknown,yes
18,self-employed,divorced,unknown,no,-267,yes,no,cellular,9,feb,337,2,12,0,success,yes
40,retired,married,secondary,no,1167,yes,no,cellular,15,sep,819,1,18,0,unknown,yes
36,technician,single,secondary,no,12264,no,no,cellular,11,oct,285,1,182,2,success,yes
27,blue-collar,married,secondary,no,564,yes,no,unknown,9,may,257,3,-1,0,unknown,no
40,management,married,tertiary,no,12409,yes,no,cellular,19,nov,140,1,99,2,failure,no
70,blue-collar,married,tertiary,no,-378,no,no,cellular,12,jun,431,2,205,0,unknown,yes
39,blue-collar,married,secondary,no,1044,yes,no,cellular,2,feb,158,1,-1,0,unknown,no
53,management,married,tertiary,no,2124,yes,no,cellular,17,apr,121,2,344,2,failure,no
36,retired,married,secondary,no,-369,yes,no,cellular,19,mar,186,1,193,0,unknown,yes
35,admin.,single,secondary,no,182,yes,no,unknown,3,jun,117,1,-1,0,unknown,no
34,services,married,secondary,no,-62,yes,no,unknown,16,jun,109,3,-1,0,unknown,no
34,management,single,tertiary,no,2555,yes,no,cellular,26,may,129,2,-1,0,unknown,no
44,entrepreneur,divorced,tertiary,no,134,yes,no,cellular,12,may,78,5,-1,0,unknown,no
50,blue-collar,divorced,primary,no,-677,no,no,cellular,10,jul,387,1,-1,0,unknown,no
54,admin.,married,secondary,no,263,no,yes,telephone,29,jan,283,4,195,7,failure,no
68,admin.,married,secondary,no,859,yes,no,cellular,4,oct,613,10,145,0,success,yes
34,unemployed,married,secondary,no,771,no,no,cellular,20,nov,1171,2,21,0,unknown,yes
56,technician,single,secondary,no,1437,yes,no,cellular,20,nov,367,8,-1,0,unknown,no
74,admin.,married,tertiary,no,3181,yes,no,cellular,10,apr,1445,2,13,0,unknown,yes
40,self-employed,married,tertiary,no,2977,yes,no,cellular,19,nov,375,1,125,1,failure,no
44,management,divorced,primary,no,630,no,no,cellular,12,jul,576,2,16,1,unknown,yes
31,blue-collar,single,primary,no,528,yes,no,cellular,17,jul,143,1,-1,0,unknown,no
25,technician,single,secondary,no,1847,no,no,cellular,26,may,137,2,-1,0,unknown,no
75,technician,married,secondary,no,3803,yes,no,cellular,20,oct,367,2,2,0,failure,yes
37,admin.,single,secondary,no,262,no,no,cellular,7,aug,305,1,179,5,other,no
39,admin.,single,secondary,no,3370,no,no,cellular,29,apr,82,3,6,0,unknown,yes
48,management,married,unknown,no,1236,no,no,cellular,28,jul,162,2,217,0,success,yes
47,management,single,primary,no,396,no,no,cellular,18,may,535,6,240,0,unknown,yes
53,technician,divorced,secondary,no,566,yes,no,cellular,7,jul,1446,2,16,0,success,yes
32,blue-collar,married,primary,no,50,yes,no,cellular,13,may,275,1,370,2,failure,no
43,admin.,divorced,unknown,no,4396,no,no,cellular,26,nov,609,2,13,2,unknown,yes
52,blue-collar,married,secondary,no,1500,no,yes,unknown,20,jun,109,3,-1,0,unknown,no
81,blue-collar,single,tertiary,no,3772,yes,no,unknown,22,aug,342,2,504,0,unknown,yes
73,housemaid,married,secondary,no,6739,yes,no,cellular,21,apr,254,2,136,0,other,yes
55,management,married,tertiary,no,5804,no,no,unknown,24,jun,56,3,-1,0,unknown,no
37,blue-collar,married,tertiary,no,410,no,yes,cellular,28,jun,190,1,12,0,unknown,yes
69,blue-collar,married,primary,no,1580,no,no,cellular,23,jul,1136,2,26,2,failure,yes
60,admin.,single,secondary,no,2291,no,no,telephone,15,jul,668,7,3,0,unknown,yes
44,technician,single,unknown,no,808,yes,no,telephone,6,jun,917,5,236,0,success,yes
51,blue-collar,married,unknown,no,0,no,no,unknown,2,jun,61,7,-1,0,unknown,no
46,admin.,married,secondary,no,179,yes,no,cellular,29,jan,194,4,436,1,other,no
30,management,single,secondary,no,1913,no,no,cellular,12,aug,250,2,-1,0,unknown,no
