4.17,2.1144,0,0,0,0,0,30.8,1,1,0,0.0,2.461,1.393,8.723,1,0.989,1.144,0,0,0,1.104,1,0,0,0,2.214,-0.204,0,0.0,1.542,0,0,0,0,3.315,1.967,0,7.257,0,0,RB
3.414,2.2525,0,0,0,0,0,20.0,2,2,0,0.0,2.243,1.0,7.408,0,1.031,1.166,0,0,0,0.98,0,0,0,0,1.618,-0.642,0,0.0,1.707,0,0,0,2,2.817,3.75,0,6.32,0,0,RB
4.17,2.8042,0,0,0,0,0,23.1,2,2,0,0.0,2.449,0.971,8.597,1,1.015,1.16,0,0,0,1.044,0,0,0,0,1.848,0.391,0,0.0,1.542,0,0,0,2,3.047,3.367,0,6.782,0,0,RB
4.214,3.0057,0,0,0,0,0,25.0,1,2,0,0.0,2.608,1.459,8.755,1,1.005,1.156,0,0,0,1.104,0,0,0,0,1.902,-0.236,0,0.0,2.052,0,0,0,1,3.087,2.722,0,6.989,0,0,RB
4.468,4.1984,0,0,0,0,0,33.3,2,4,0,-1.073,3.37,2.252,9.651,6,1.025,1.139,0,0,0,1.158,0,0,0,0,2.085,-0.008,0,21.27,3.737,0,0,0,0,3.534,2.944,0,8.196,0,0,RB
5.206,3.3847,0,0,1,0,0,30.8,1,2,1,-0.947,3.713,2.9,10.416,0,0.979,1.145,0,0,0,1.187,0,0,0,0,2.218,0.0,0,10.57,6.77,0,0,2,0,3.47,2.167,1,8.295,0,0,RB
4.691,3.8787,0,0,0,0,0,25.0,0,4,1,-2.498,3.125,1.436,9.666,4,1.066,1.161,0,0,0,1.078,0,0,0,0,2.117,0.052,0,19.617,2.428,0,0,2,4,3.483,4.019,1,8.015,0,0,RB
4.607,2.9443,0,0,0,0,2,42.1,1,1,0,0.0,3.093,1.187,9.631,2,0.987,1.12,0,0,0,1.242,1,0,0,0,2.194,-0.024,0,0.0,1.544,0,1,0,1,3.635,2.315,0,8.009,0,0,RB
5.074,3.092,0,0,0,0,2,38.1,4,4,0,-0.98,3.869,2.066,10.59,14,1.001,1.129,0,0,0,1.215,1,0,0,0,2.354,0.0,0,23.965,3.873,0,0,0,0,3.795,2.467,0,8.789,2,0,RB
5.637,2.2966,0,0,0,1,0,38.5,3,0,0,1.646,3.144,0.853,10.63,0,0.964,1.128,0,0,0,1.267,3,0,0,0,2.554,-0.006,0,0.0,0.986,2,0,0,0,3.676,1.658,0,8.065,0,0,RB
4.982,2.8025,0,0,2,0,2,50.0,0,2,2,-0.601,3.38,0.762,10.226,6,1.033,1.109,0,0,0,1.261,3,0,0,0,2.424,0.004,0,21.888,1.027,0,0,2,1,3.853,2.833,1,8.508,0,0,RB
3.879,2.6274,0,0,0,0,0,29.6,2,1,0,0.0,2.938,2.281,8.743,1,0.973,1.146,0,0,0,1.161,0,0,0,0,1.902,0.039,0,0.0,3.685,0,0,0,1,2.936,2.056,0,7.087,0,0,RB
5.391,3.7046,1,0,0,0,0,26.7,8,4,0,0.0,3.838,1.735,10.648,12,0.979,1.139,0,0,0,1.532,0,0,0,0,2.358,0.0,0,0.0,1.69,0,0,0,0,5.127,2.108,0,9.921,0,0,RB
