3.932,3.2512,0,0,0,0,0,26.7,2,4,0,0.0,3.279,2.585,9.11,0,1.009,1.152,0,0,0,1.092,0,0,0,0,1.942,-0.008,0,0.0,4.891,0,0,0,1,3.076,2.417,0,7.601,0,0,RB
4.236,3.4286,0,0,0,0,0,28.6,2,4,0,-0.275,3.313,2.522,9.383,1,1.014,1.149,0,0,0,1.119,0,0,0,0,1.98,-0.008,0,10.276,4.746,0,0,0,0,3.351,2.556,0,7.904,0,0,RB
4.596,3.0777,0,0,0,0,2,44.4,2,0,0,0.0,2.97,0.875,9.54,0,0.968,1.115,0,0,0,1.328,1,0,0,0,2.175,0.041,0,0.0,1.069,0,0,0,0,3.626,1.917,0,7.939,0,0,RB
4.214,3.7074,0,0,0,0,0,33.3,1,2,0,-0.329,2.713,1.459,8.755,1,1.025,1.139,0,0,0,1.186,0,0,0,0,1.902,-0.263,0,9.75,2.052,0,0,0,0,3.38,3.194,0,7.543,0,0,RB
4.655,2.409,0,0,0,0,0,35.0,1,3,0,0.094,3.204,2.182,9.765,6,1.02,1.135,0,0,0,1.157,1,0,0,0,2.256,0.014,0,10.698,2.989,0,0,0,0,3.542,2.667,0,8.185,0,0,RB
4.646,3.9619,0,0,0,0,0,34.3,2,5,0,-0.189,3.707,2.587,10.202,10,1.017,1.137,0,0,0,1.184,0,0,0,0,2.107,0.0,0,21.879,6.086,0,0,0,0,3.535,2.775,0,8.578,0,0,RB
4.807,3.2486,0,0,0,0,3,42.1,2,1,0,0.0,3.1,0.881,9.833,3,0.987,1.12,0,0,0,1.272,1,0,0,0,2.246,-0.024,0,0.0,1.06,0,1,0,1,3.71,2.333,0,8.114,0,0,RB
4.828,3.3386,0,0,0,0,2,40.0,0,2,0,0.0,3.203,1.261,9.749,4,1.004,1.125,0,0,0,1.219,1,0,0,0,2.247,0.014,0,0.0,1.436,0,2,0,0,3.677,2.233,0,8.114,0,0,RB
5.814,2.4937,0,0,0,2,0,37.0,3,1,0,0.513,3.256,0.845,10.926,4,0.978,1.131,0,0,0,1.254,3,0,0,0,2.62,0.003,0,11.573,0.811,1,0,0,0,3.756,2.091,0,8.196,0,0,RB
4.826,2.731,0,0,6,0,0,25.0,3,3,9,0.0,3.525,1.654,10.121,0,1.007,1.163,0,0,0,1.12,1,0,0,0,2.303,-0.001,0,0.0,1.916,0,0,3,3,3.396,2.5,3,8.023,0,0,RB
4.412,3.4435,0,0,0,0,0,33.9,2,4,0,-0.268,4.587,4.437,10.757,8,0.974,1.137,0,0,0,1.208,0,0,0,0,2.086,0.0,0,23.892,17.114,0,0,0,0,3.395,1.899,0,9.075,0,0,RB
4.67,4.0218,0,0,0,0,0,33.3,3,2,0,0.218,3.447,2.21,9.961,7,0.983,1.139,0,0,0,1.203,0,0,0,0,2.147,-0.002,0,11.115,3.769,0,0,0,0,3.53,2.262,0,8.143,0,0,RB
4.77,2.8938,0,0,0,0,2,41.7,3,0,0,0.0,3.164,1.185,9.882,0,0.966,1.121,0,0,0,1.299,1,0,0,0,2.236,0.012,0,0.0,1.74,0,0,0,0,3.646,1.867,0,8.083,0,0,RB
4.782,2.9304,0,0,0,0,2,43.5,2,1,0,0.0,3.294,1.273,9.947,2,0.984,1.117,0,0,0,1.28,1,0,0,0,2.251,-0.007,0,10.288,1.951,0,0,0,0,3.671,2.333,0,8.238,0,0,RB
5.156,2.4524,0,0,0,0,4,55.6,0,6,0,-3.296,3.788,0.75,10.813,16,1.103,1.093,0,0,0,1.225,6,0,0,0,2.532,0.0,0,44.736,1.508,0,0,0,0,3.986,3.271,0,9.007,4,0,RB
5.072,3.1939,0,0,0,0,2,43.8,0,4,0,-1.165,3.808,2.123,10.379,12,1.015,1.117,0,0,0,1.235,1,0,0,0,2.351,0.0,0,23.409,3.342,0,0,0,0,3.795,2.704,0,8.776,2,0,RB
4.963,2.8471,0,0,1,0,2,50.0,0,2,3,-0.995,3.539,0.985,10.277,2,1.02,1.108,0,0,0,1.277,3,0,0,0,2.359,0.001,0,10.582,1.762,0,0,4,1,3.899,2.667,1,8.702,0,0,RB
4.675,1.7703,0,0,2,0,0,33.3,0,0,4,0.0,3.343,0.0,9.971,0,0.967,1.141,0,0,0,1.185,2,0,0,0,2.236,0.001,0,0.0,2.829,0,0,4,1,3.269,1.551,1,7.764,0,0,RB
4.679,3.1788,0,0,0,0,2,44.4,0,2,0,0.0,3.233,1.261,9.715,4,1.011,1.116,0,0,0,1.246,1,0,0,0,2.222,0.014,0,10.219,1.695,0,1,0,0,3.67,2.583,0,8.192,0,0,RB
4.303,2.6696,0,0,0,0,0,33.3,0,2,0,-0.046,2.709,0.862,9.067,2,1.025,1.139,0,0,0,1.166,1,0,0,0,2.115,0.137,0,10.021,0.956,0,0,0,0,3.416,2.778,0,7.481,0,0,RB
4.214,2.9483,0,0,0,0,0,23.5,1,1,0,0.0,2.587,1.459,8.755,0,0.991,1.164,0,0,0,1.127,0,0,0,0,1.902,-0.223,0,0.0,2.052,0,0,1,1,3.077,2.5,1,6.954,0,0,RB
4.382,3.2243,0,0,0,0,0,33.3,2,2,0,-0.013,3.935,3.554,10.06,4,0.973,1.138,0,0,0,1.203,0,0,0,0,2.051,0.0,0,11.42,9.36,0,0,0,0,3.366,1.903,0,8.397,0,0,RB
5.099,2.2523,0,0,0,1,0,35.1,2,2,0,1.47,3.533,1.938,10.469,3,0.983,1.135,0,0,0,1.209,1,0,0,0,2.236,-0.001,0,10.55,3.879,1,0,0,1,3.429,2.283,0,8.257,0,0,RB
4.791,2.9639,0,0,0,0,2,45.0,0,1,0,0.0,3.211,1.461,9.725,3,0.987,1.114,0,0,0,1.29,1,0,0,0,2.231,0.014,0,0.0,1.917,0,1,0,1,3.661,2.383,0,8.14,0,0,RB
4.399,3.3815,1,0,0,0,0,32.6,2,4,0,-0.214,4.632,4.491,10.776,8,0.974,1.138,0,0,0,1.206,0,0,0,0,2.08,0.0,0,23.914,17.537,0,0,0,0,3.646,1.855,0,9.204,0,0,RB
4.17,2.9651,0,0,0,0,0,33.3,2,0,2,0.0,2.499,0.971,8.597,0,0.979,1.145,0,0,0,1.271,0,0,0,0,1.848,0.368,0,0.0,1.542,0,0,1,0,3.33,2.767,1,7.322,0,0,RB
4.783,3.2726,0,0,2,0,2,38.9,0,1,2,0.0,3.105,1.187,9.668,2,0.998,1.132,0,0,0,1.23,1,0,0,0,2.222,-0.025,0,0.0,1.358,0,2,2,2,3.666,2.315,1,8.046,0,0,RB
5.449,3.493,0,0,0,3,3,37.5,9,0,0,0.0,3.705,1.162,11.208,0,0.964,1.13,0,0,0,1.28,1,0,0,0,2.449,0.0,0,0.0,1.726,0,0,0,0,3.814,1.819,0,8.693,0,0,NRB
5.495,2.7485,0,0,0,4,8,38.7,12,2,0,0.0,4.274,1.059,11.72,8,0.975,1.127,0,0,0,1.271,2,0,0,0,2.494,0.0,0,0.0,3.879,0,2,0,2,3.895,2.059,0,9.318,0,0,NRB
5.87,2.7059,5,0,0,2,4,48.3,1,1,0,0.0,4.278,0.953,11.16,4,1.039,1.098,0,0,1,1.34,2,0,1,0,2.52,0.0,0,0.0,2.321,0,2,0,1,4.28,2.586,0,9.741,0,5,NRB
5.494,2.7618,0,0,0,2,5,42.6,6,1,0,0.0,3.914,1.061,11.182,4,0.975,1.119,0,0,0,1.288,2,0,0,0,2.483,0.0,0,0.0,2.176,0,1,0,1,3.888,2.04,0,8.961,0,0,NRB
4.912,3.4643,3,0,0,0,3,50.0,0,0,0,0.0,3.588,0.881,9.863,0,1.052,1.09,0,0,0,1.388,1,0,1,0,2.264,-0.025,0,0.0,0.95,0,3,0,0,4.139,2.593,0,9.097,0,3,NRB
5.119,3.736,5,0,0,0,5,50.0,0,0,0,0.0,3.915,0.832,10.265,0,1.106,1.08,0,0,0,1.405,1,0,1,0,2.365,-0.008,0,0.0,0.952,0,5,0,0,4.27,2.808,0,9.517,0,5,NRB
5.382,4.8614,1,0,0,1,0,20.0,2,4,0,0.0,3.855,1.352,10.182,6,1.086,1.162,0,0,0,1.154,0,1,0,0,2.264,0.051,0,19.844,1.459,0,0,2,2,6.88,3.889,1,11.599,0,1,NRB
5.248,4.9627,0,1,0,2,0,33.3,4,0,10,0.0,3.388,1.792,10.573,0,0.998,1.152,0,0,0,1.257,0,0,0,0,2.247,-0.008,0,0.0,3.06,0,0,10,0,3.648,2.792,4,8.44,0,0,NRB
5.325,3.1334,4,0,0,0,6,53.3,0,3,0,-1.749,4.054,0.789,10.761,8,1.136,1.082,0,0,0,1.322,3,0,1,0,2.534,0.0,0,22.449,1.13,0,4,0,0,4.276,3.152,0,9.574,2,4,NRB
4.807,3.2498,0,0,0,0,3,42.1,2,1,0,0.0,3.1,0.881,9.833,3,0.987,1.12,0,0,0,1.275,1,0,0,0,2.246,-0.024,0,0.0,1.06,0,1,0,1,3.711,2.333,0,8.114,0,0,NRB
5.365,3.1068,0,0,0,1,1,39.1,2,2,0,0.0,3.287,1.455,10.315,5,0.998,1.127,0,0,0,1.217,1,0,0,0,2.315,-0.008,0,0.0,1.897,0,0,0,1,3.657,2.402,0,8.196,0,0,NRB
4.825,2.4725,0,0,0,0,0,33.3,0,2,0,0.0,3.15,1.185,9.902,4,0.993,1.139,0,0,0,1.177,1,0,0,0,2.263,0.013,0,0.0,1.476,1,0,0,2,3.367,2.55,0,7.747,0,0,NRB
5.336,2.228,2,0,4,0,2,58.3,0,2,2,0.284,4.113,1.013,10.917,6,1.037,1.07,0,0,0,1.377,6,0,0,0,2.526,0.0,0,24.788,1.706,0,0,2,0,4.238,2.8,2,9.511,0,0,NRB
4.596,3.4161,2,0,0,0,0,45.5,0,0,1,0.0,3.382,0.875,9.54,0,1.047,1.111,0,0,0,1.35,1,0,1,0,2.175,0.047,0,0.0,1.069,0,0,2,0,3.992,2.569,1,8.812,0,2,NRB
4.923,3.0313,0,0,0,0,2,41.7,3,0,0,0.0,3.164,1.185,9.911,0,0.966,1.121,0,0,0,1.299,1,0,0,0,2.267,0.012,0,0.0,1.563,0,0,0,0,3.669,1.867,0,8.087,0,0,NRB
5.333,4.0653,1,0,0,0,0,30.2,4,0,0,0.0,4.471,2.205,10.331,0,0.957,1.134,0,0,0,1.366,0,0,0,0,2.303,0.0,0,0.0,1.951,0,0,0,0,10.319,1.554,0,14.005,0,0,NRB
4.828,3.0766,0,0,0,0,2,45.5,1,0,0,0.0,3.188,1.261,9.749,0,0.968,1.113,0,0,0,1.31,1,0,0,0,2.247,0.013,0,0.0,1.436,0,0,0,0,3.665,1.983,0,8.107,0,0,NRB
4.828,3.1972,0,0,0,0,2,50.0,0,0,0,0.0,3.219,1.261,9.749,0,0.971,1.104,0,0,0,1.335,1,0,0,0,2.247,0.013,0,0.0,1.436,0,0,0,0,3.687,2.133,0,8.189,0,0,NRB
5.04,3.8356,0,0,2,0,2,37.5,0,4,4,0.0,3.513,1.258,10.159,8,1.087,1.141,0,2,0,1.204,1,0,0,0,2.323,0.005,0,40.909,1.711,0,2,4,0,3.946,3.611,2,8.854,0,0,NRB
5.102,3.2259,0,0,0,0,3,38.7,4,1,0,0.0,3.419,1.23,10.328,4,0.977,1.127,0,0,0,1.26,1,0,0,0,2.358,-0.002,0,0.0,1.856,0,1,0,1,3.765,2.128,0,8.348,0,0,NRB
4.807,3.3873,2,0,0,0,3,46.2,0,1,0,0.0,3.462,0.881,9.833,2,1.048,1.103,0,0,0,1.318,1,0,1,0,2.246,-0.026,0,0.0,1.06,0,3,0,1,4.05,2.802,0,8.87,0,2,NRB
4.994,3.2017,0,0,2,0,2,37.5,2,2,1,-0.425,3.582,1.805,10.269,6,0.995,1.132,0,0,0,1.221,1,0,0,0,2.322,-0.001,0,11.111,2.668,0,1,0,1,3.713,2.322,1,8.49,0,0,NRB
4.975,3.2319,0,0,2,0,2,37.9,2,2,1,-0.432,3.525,1.733,10.222,6,0.998,1.132,0,0,0,1.222,1,0,0,0,2.311,0.001,0,11.023,2.571,0,1,0,1,3.713,2.381,1,8.464,0,0,NRB
4.887,1.7855,0,0,2,0,0,31.9,2,0,6,0.0,3.616,0.732,10.577,0,0.97,1.145,0,0,0,1.211,2,0,0,0,2.329,0.0,0,0.0,3.219,4,0,4,4,3.374,1.794,2,8.174,0,0,NRB
5.372,2.8994,1,0,3,0,1,34.5,1,2,3,0.0,3.649,2.108,10.403,6,1.001,1.129,0,0,0,1.249,1,0,0,0,2.327,0.001,0,23.192,3.163,0,1,2,1,4.705,2.542,1,9.481,0,0,NRB
5.421,1.9985,1,0,4,0,9,52.6,0,4,3,-0.848,4.52,0.638,11.207,15,1.025,1.097,0,0,0,1.305,7,1,0,0,2.558,0.0,1,25.591,3.126,0,5,2,3,6.879,2.561,1,11.671,0,1,NRB
4.802,2.6956,1,0,2,0,2,43.8,0,0,4,0.682,3.385,0.664,10.012,0,1.003,1.109,0,0,0,1.351,3,0,0,0,2.364,-0.007,0,0.0,1.146,0,2,4,2,3.945,2.167,2,8.71,0,0,NRB
5.0,3.1241,0,0,0,1,0,25.0,3,0,0,0.0,2.388,0.722,9.657,0,0.97,1.161,0,0,0,1.176,0,0,0,0,2.0,0.325,0,0.0,0.8,0,0,3,2,3.224,2.25,1,7.03,0,0,NRB
3.902,2.906,0,0,4,0,0,21.4,2,0,0,0.0,3.063,2.322,8.881,0,0.985,1.175,0,0,0,1.104,0,0,0,0,1.919,-0.024,0,0.0,4.086,0,0,6,6,2.995,2.2,4,7.275,0,0,NRB
5.385,3.7456,2,0,2,0,4,33.3,1,3,2,0.0,3.745,1.084,10.644,6,1.048,1.126,0,0,0,1.258,1,0,1,0,2.396,-0.002,0,21.468,1.693,0,3,2,3,4.742,3.207,1,9.697,0,1,NRB
5.995,3.0045,6,0,0,3,0,39.1,0,4,0,-3.753,4.318,1.053,11.51,8,1.116,1.112,0,0,0,1.278,3,0,1,0,2.789,0.0,0,22.691,1.075,4,0,0,2,4.405,3.355,0,9.839,0,6,NRB
5.493,2.0841,0,0,12,6,12,38.1,18,6,15,-2.283,4.908,0.97,12.308,24,0.988,1.131,0,0,0,1.248,4,0,0,0,2.525,0.0,0,44.045,3.898,0,3,3,3,3.918,2.281,3,9.972,0,0,NRB
5.02,2.2627,0,0,4,0,6,42.3,4,4,8,-1.023,4.241,1.776,11.051,6,1.004,1.123,0,0,0,1.267,2,0,0,0,2.392,0.0,0,45.646,4.905,0,2,6,2,3.834,2.595,2,9.307,0,0,NRB
3.879,2.8492,0,0,0,0,0,29.6,2,1,0,0.0,2.938,2.281,8.743,2,0.973,1.146,0,0,0,1.169,0,0,0,0,1.902,0.04,0,0.0,3.685,0,0,0,0,2.997,1.833,0,7.135,0,0,NRB
5.333,4.5365,1,0,0,0,0,31.7,4,0,0,0.0,4.785,3.105,10.724,0,0.959,1.136,0,0,0,1.292,0,0,0,0,2.309,0.0,0,0.0,3.559,0,0,0,0,10.319,1.528,0,14.007,0,0,NRB
4.481,3.8606,0,0,0,0,0,36.0,0,0,3,0.0,3.135,1.895,9.292,0,0.971,1.136,0,0,0,1.285,0,0,0,0,2.074,-0.024,0,0.0,2.02,0,0,3,0,3.257,2.15,1,7.746,0,0,NRB
4.783,3.1257,0,0,1,0,2,40.0,1,0,3,0.0,3.08,1.187,9.668,0,0.976,1.129,0,0,0,1.273,1,0,0,0,2.222,-0.024,0,0.0,1.358,0,1,2,1,3.65,1.981,1,8.005,0,0,NRB
4.75,2.0515,0,0,5,0,3,40.9,3,0,7,0.0,3.859,1.491,10.536,0,0.976,1.126,0,0,0,1.282,2,0,0,1,2.285,0.0,0,0.0,4.361,0,3,8,2,3.689,1.908,2,8.765,0,0,NRB
4.88,1.8312,0,0,1,0,1,40.0,0,2,4,0.0,3.6,0.0,10.272,0,0.998,1.127,0,0,0,1.195,3,0,0,0,2.375,0.0,0,0.0,2.221,0,1,4,0,3.627,1.956,1,8.602,0,0,NRB
4.732,2.4398,0,0,0,0,3,50.0,1,1,0,0.0,3.558,0.544,10.15,4,0.986,1.104,0,0,0,1.31,2,0,0,0,2.264,-0.001,0,0.0,2.919,0,2,0,0,3.699,2.036,0,8.573,0,0,NRB
5.979,2.4858,0,0,5,5,6,37.5,8,4,6,-3.631,4.672,1.621,11.98,10,1.033,1.162,0,0,1,1.152,2,0,0,0,2.508,0.0,0,24.703,7.425,0,4,6,3,3.867,3.161,2,9.671,0,7,NRB
5.446,2.5224,2,0,1,0,3,40.0,1,4,2,0.0,4.116,1.197,10.882,12,1.018,1.111,0,1,0,1.308,2,0,0,0,2.397,0.0,0,21.296,3.431,0,3,2,0,4.719,2.57,1,9.801,0,0,NRB
5.029,2.7083,0,0,3,0,3,46.2,1,0,3,0.0,3.479,1.139,10.174,0,0.977,1.115,0,0,0,1.312,3,0,0,0,2.369,0.001,0,0.0,1.808,0,1,3,1,3.875,1.923,1,8.536,0,0,NRB
4.0,2.1902,0,0,0,0,0,25.0,0,0,0,0.0,2.605,0.0,8.623,0,0.984,1.166,0,0,0,1.107,1,0,0,0,2.0,0.121,0,0.0,0.667,0,0,4,2,3.061,1.833,2,6.883,0,0,NRB
4.362,3.2686,0,0,0,0,0,23.8,2,2,0,0.0,2.882,1.906,9.059,0,1.003,1.162,0,0,0,1.1,0,0,0,0,2.0,-0.079,0,0.0,2.524,0,0,2,2,3.13,2.75,1,7.228,0,0,NRB
4.236,2.9329,0,0,1,0,0,31.4,1,1,1,-0.155,3.64,3.128,9.766,1,0.972,1.144,0,0,0,1.192,0,0,0,0,1.991,0.0,0,10.523,7.244,0,0,1,2,3.309,1.981,1,8.07,0,0,NRB
