0.99,0,0,0,0,7.84931877,7.556e-05,-7.556e-05,134.8747,0.00846,-0.00846,0.107,0.352,-0.107,3.747,0.31,-0.31,68.2,6.6,-6.6,0.81,0.12,-0.11,925.0,,,172.98,70.0,-52.88,12.6,1.0,q1_q17_dr25_tce,5678.0,113.0,-91.0,4.365,0.144,-0.108,0.99,0.138,-0.138,288.2327,48.002178,13.858,1
,1,0,0,0,30.9771151,0.0005036,-0.0005036,145.6475,0.0126,-0.0126,0.5092,0.0446,-0.436,3.188,0.525,-0.525,125.0,24.8,-24.8,4.3,1.9,-1.41,950.0,,,192.79,247.32,-116.14,6.8,1.0,q1_q16_tce,5197.0,122.0,-167.0,3.453,0.248,-0.284,3.784,1.674,-1.237,283.58612,47.633739,13.785,2
0.314,0,0,0,0,19.844043286,0.002288385,-2.7e-08,132.5045936,0.0010344,-0.0037372,0.0,0.2306,-0.3558,4.90198,0.21618,-0.1664,1158.8,28.0,-5.3,1.43,1.97,-0.96,592.0,,,137.98,18.89,-12.02,6.0,1.0,q1_q17_dr25_tce,5727.0,75.0,-169.0,4.688,0.188,-0.009,1.36,0.196,-0.03,287.8798,37.465999,13.782,1
1.0,0,0,0,0,18.192777915,0.017019457,0.0,129.7295,0.0094659,-0.0092032,1.1679,0.2452,-0.7742,10.74266,0.09981,-0.30163,6876.9,5.7,-197.0,19.91,4.61,-10.15,479.0,,,8405.03,1452.47,0.0,52.0,1.0,q1_q17_dr25_tce,5232.0,129.0,-212.0,3.556,0.0,-0.067,1.079,0.264,-0.075,287.78363,40.934656,16.678,0
1.0,1,0,0,0,113.934189798,2.7e-08,-2.7e-08,135.4271948,0.0025041,-0.0144353,0.555,0.2768,-0.5024,2.87358,0.18294,-0.04402,739.5,1.1,-1.1,0.27,0.36,-0.21,1666.0,,,100.86,0.0,0.0,10.7,3.0,q1_q17_dr25_tce,5286.0,204.0,-1.0,5.274,0.106,-0.116,0.962,0.434,0.0,301.26089,45.545973,12.824,1
0.0,0,0,0,0,76.413804095,0.001848256,-2.7e-08,128.0220811,8.7e-06,-0.0186438,0.9146,0.4671,-0.7052,3.06909,0.11182,-0.00078,11929.0,19.0,-5.2,7.96,0.31,-0.25,834.0,,,82.03,16.19,0.0,10.8,1.0,q1_q17_dr25_tce,6725.0,103.0,-143.0,4.355,0.064,-0.037,1.362,0.392,0.0,294.73806,48.90917,13.579,1
0.0,0,0,0,0,9.795615565,2.7e-08,-5.784e-06,136.7838025,8.7e-06,-0.0050564,0.1408,0.0697,-0.0677,2.66775,0.11844,-0.17919,2245.2,40.2,-1.1,3.36,0.93,-0.57,574.0,,,77.41,0.0,-251.94,45.2,2.0,q1_q17_dr25_tce,5574.0,169.0,-267.0,4.439,0.143,-0.201,0.887,0.016,-0.015,300.94575,42.688148,14.496,1
,0,0,0,0,315.07717192,,,286.7429498,,,,,,10.31,,,,,,,,,,,,,,,,1.0,q1_q17_dr24_tce,,,,,,,,,,295.55298,40.877991,15.341,0
0.996,0,0,0,0,1.979600779,0.002413302,-0.000296192,120.5659254,0.0021891,-0.0040579,0.0823,0.0,-0.5862,8.05866,0.4172,-0.26743,2044.3,54.0,-25.8,0.54,0.85,-0.22,749.0,,,0.18,65.92,0.0,70.7,5.0,q1_q17_dr25_tce,6568.0,184.0,-79.0,4.556,0.004,-0.083,1.333,0.094,-0.002,301.72076,40.189878,13.407,1
0.0,0,0,1,1,1.23516416,1.568e-05,-1.568e-05,131.99301,0.00951,-0.00951,0.678,0.274,-0.457,4.713,0.451,-0.451,64.6,6.2,-6.2,0.92,0.25,-0.11,1866.0,,,2861.14,2330.83,-928.95,13.0,1.0,q1_q17_dr25_tce,6249.0,174.0,-217.0,4.428,0.06,-0.18,1.076,0.296,-0.127,295.86285,39.96711,15.005,2
0.952,0,0,0,0,488.123698454,0.025233927,0.0,139.8780706,0.0118784,-0.0123808,1.3102,0.0,-0.6816,11.23583,0.47971,-0.26706,0.0,0.8,,33.86,2.38,-5.6,1299.0,,,11230.17,0.0,0.0,5.3,1.0,q1_q17_dr25_tce,7002.0,135.0,-158.0,4.762,0.045,-0.663,0.514,0.257,-0.171,289.55549,49.06341,13.069,0
,0,0,0,0,228.65412,0.006342,-0.006342,282.7548,0.0242,-0.0242,0.225,0.2337,-0.2248,2.487,0.5,-0.5,179.1,36.1,-36.1,3.63,1.27,-1.17,521.0,,,17.44,18.26,-10.78,6.6,3.0,q1_q16_tce,6845.0,203.0,-309.0,3.849,0.251,-0.213,2.674,0.935,-0.862,289.84818,39.331463,12.914,0
0.999,0,0,0,0,18.5084526,0.0001311,-0.0001311,131.54555,0.0057,-0.0057,1.258,71.8,-2.217,6.596,0.249,-0.249,758.9,28.7,-28.7,29.33,8.82,-2.94,683.0,,,51.32,46.25,-14.91,30.1,1.0,q1_q17_dr25_tce,5942.0,176.0,-193.0,4.506,0.039,-0.208,0.938,0.282,-0.094,289.84286,38.309601,15.253,0
