0.999,0,0,0,0,4.34195312,3.55e-05,-3.55e-05,134.18767,0.00666,-0.00666,0.118,0.334,-0.118,2.598,0.207,-0.207,73.3,7.7,-7.7,0.94,0.3,-0.13,1236.0,,,552.7,519.44,-197.27,10.6,1.0,q1_q17_dr25_tce,6164.0,165.0,-220.0,4.378,0.09,-0.21,1.09,0.35,-0.15,288.46909,46.78368,13.874,1
,1,0,0,0,77.51257,0.01085,-0.01085,199.556,0.157,-0.157,72.1108,28.85,-12.19,3.15,1.0,-1.0,1510.0,320.0,-320.0,28199.3,13060.0,-8600.0,702.0,,,57.44,78.93,-33.34,5.8,1.0,q1_q16_tce,5261.0,138.0,-182.0,3.459,0.231,-0.302,3.63,1.681,-1.107,294.69092,46.06662,15.677,2
0.985,0,0,0,0,0.341842017,2.7e-08,-0.001822001,139.2098221,8.7e-06,-0.0073474,0.0,0.0,-0.5771,0.4279,0.06172,-0.05022,2192.0,26.3,-11.5,0.77,0.35,-0.26,592.0,,,34.15,16.86,-41.86,45.1,1.0,q1_q17_dr25_tce,6521.0,91.0,-85.0,4.407,0.118,-0.142,1.33,0.405,-0.454,298.39033,47.416862,10.828,1
0.886,0,0,0,0,65.262446176,0.0,0.0,188.3593696,0.0054529,-0.0016745,0.9326,3.5944,-0.3676,0.95976,0.27336,-0.35065,434.0,36.3,-198.2,17.38,2.84,0.0,316.0,,,3510.33,2102.09,-2127.42,117.2,1.0,q1_q17_dr25_tce,5144.0,210.0,-69.0,4.178,0.053,-0.16,0.634,0.0,-0.218,288.27005,52.055519,15.172,0
1.0,0,0,0,0,59.970395781,2.7e-08,-0.002944864,161.955941,0.0049733,-0.0110588,0.3318,0.0909,-0.1355,0.92673,0.0625,-0.22403,1847.7,1.1,-9.0,2.2,0.19,-0.8,795.0,,,0.07,20.38,-50.7,166.4,1.0,q1_q17_dr25_tce,6861.0,140.0,-77.0,4.576,0.168,-0.116,0.461,0.497,-0.052,300.18762,49.919855,16.358,1
0.996,0,0,0,0,69.418545298,2.7e-08,-0.003866918,129.0202125,8.7e-06,-8.7e-06,0.3669,0.2342,-0.5398,2.75762,0.08211,-0.50117,891.0,17.7,-29.1,1.6,0.0,-0.24,873.0,,,23.21,70.22,-72.78,6.0,1.0,q1_q17_dr25_tce,6210.0,93.0,-67.0,4.528,0.057,-0.101,0.118,0.082,-0.026,283.52527,46.7216,16.353,1
0.999,0,0,0,0,25.662577094,2.7e-08,-0.003006311,120.5659254,8.7e-06,-0.0061582,0.0,0.0,-0.6533,5.03754,0.01068,-0.4669,317.0,13.4,-9.0,0.95,0.18,-0.28,157.0,,,0.07,3.83,-122.71,6.0,1.0,q1_q17_dr25_tce,5860.0,189.0,-64.0,4.601,0.061,-0.124,0.741,0.507,-0.107,293.27833,49.620713,14.867,1
1.0,0,0,0,0,8.9429645,0.0001293,-0.0001293,137.26373,0.00908,-0.00908,0.088,0.505,-0.088,1.803,0.699,-0.699,233.5,72.5,-72.5,0.89,0.06,-0.1,536.0,,,19.51,5.73,-5.93,7.2,1.0,q1_q17_dr25_tce,4183.0,125.0,-138.0,4.655,0.056,-0.024,0.594,0.043,-0.064,284.27499,42.123779,15.537,0
1.0,0,1,0,0,31.033470964,2.7e-08,-0.001760194,120.5659254,3.89e-05,-0.0047458,0.0437,0.0,-0.1025,0.4279,0.2705,-0.05617,539.8,1.1,-7.5,0.27,0.68,-0.53,250.0,,,10.24,0.0,-74.0,6.0,2.0,q1_q17_dr25_tce,6539.0,75.0,-59.0,4.341,0.047,-0.128,0.439,0.243,-1.49,283.97046,45.143286,16.332,1
0.0,0,1,0,0,4.608901433,4.04e-07,-4.04e-07,133.9949845,7.31e-05,-7.31e-05,0.386,0.003,-0.001,8.73393,0.00391,-0.00391,378550.0,272.0,-272.0,48.72,10.2,-3.42,1007.0,,,242.9,152.41,-54.77,2624.6,1.0,q1_q17_dr25_tce,5938.0,161.0,-161.0,4.605,0.036,-0.153,0.755,0.158,-0.053,288.37411,43.294319,15.322,2
