1.0,0,0,0,0,2.66831274,1.026e-05,-1.026e-05,131.68823,0.00287,-0.00287,0.333,0.122,-0.333,2.4141,0.0924,-0.0924,266.2,13.4,-13.4,1.48,0.37,-0.13,1252.0,,,581.38,440.61,-156.5,23.3,1.0,q1_q17_dr25_tce,5806.0,157.0,-192.0,4.528,0.042,-0.168,0.899,0.231,-0.077,296.07568,45.62706,15.553,1
,0,0,0,0,583.8531,0.01404,-0.01404,362.1416,0.0209,-0.0209,0.5925,0.3162,-0.3295,5.09,1.2,-1.2,491.0,171.0,-171.0,1.97,0.71,-0.12,196.0,,,0.35,0.37,-0.07,5.4,1.0,q1_q16_tce,5591.0,153.0,-148.0,4.559,0.021,-0.266,0.86,0.309,-0.055,293.91037,48.192081,14.857,0
0.904,0,0,0,0,0.259819659,0.002314574,0.0,129.7295,0.0106641,-0.0211989,0.0,0.0,-0.6234,0.22959,0.18667,-0.32471,,127.7,-52.7,,2.6,0.0,419.0,,,2595.91,627.35,-224.37,19.8,5.0,q1_q17_dr25_tce,6289.0,138.0,,4.653,0.117,-0.163,1.634,0.33,-0.261,300.10154,43.021097,16.017,0
0.99,0,1,0,0,305.048207752,0.003940418,0.0,135.2556455,0.0061912,-0.0558585,0.3573,0.0,-0.6843,2.10109,0.30361,-0.33045,0.0,426.2,-32.2,0.35,0.95,-1.1,25.0,,,0.0,1875.49,-412.35,0.0,1.0,q1_q16_tce,7574.0,79.0,-329.0,4.155,0.072,-0.215,1.076,0.0,-0.312,292.32106,38.83479,16.388,0
0.0,0,1,1,0,1.465943491,5.604e-06,-5.604e-06,132.32801,0.00324,-0.00324,0.211,0.245,-0.211,1.513,0.117,-0.117,52.3,4.1,-4.1,1.6,0.31,-0.57,2472.0,,,8804.6,5152.88,-5557.89,15.8,1.0,q1_q17_dr25_tce,6230.0,171.0,-171.0,3.847,0.3,-0.1,2.19,0.422,-0.784,297.3176,48.239368,13.147,2
,1,0,0,1,0.56683399,,,131.7800607,,,,,,0.75,,,,,,,,,,,,,,,,2.0,q1_q17_dr24_tce,,,,,,,,,,291.41833,42.579819,14.792,2
,1,0,1,0,282.029084,0.007536,-0.007536,170.69,0.0222,-0.0222,0.4082,0.0504,-0.4082,4.686,0.656,-0.656,312.8,47.6,-47.6,2.33,1.33,-0.32,363.0,,,4.12,7.19,-1.47,8.1,1.0,q1_q16_tce,6886.0,196.0,-236.0,4.305,0.087,-0.334,1.287,0.73,-0.18,295.22586,46.22015,13.49,2
0.0,0,0,1,1,0.790049989,8.345e-06,-8.345e-06,132.11148,0.00886,-0.00886,0.185,0.287,-0.185,2.794,0.308,-0.308,70.8,7.0,-7.0,0.67,0.13,-0.06,1724.0,,,2082.67,1190.0,-580.89,12.3,1.0,q1_q17_dr25_tce,5427.0,162.0,-162.0,4.53,0.063,-0.117,0.808,0.147,-0.079,292.53809,41.206612,15.53,2
0.0,0,1,0,0,7.11879848,6.04e-07,-6.04e-07,137.1575204,6.94e-05,-6.94e-05,0.983,0.007,-0.019,4.11282,0.00309,-0.00309,107660.0,57.1,-57.1,41.17,8.03,-3.44,819.0,,,106.52,64.88,-26.41,1483.2,1.0,q1_q17_dr25_tce,5578.0,169.0,-152.0,4.601,0.04,-0.12,0.754,0.147,-0.063,294.99823,42.69392,15.758,2
0.992,0,0,0,0,3.5645249,5.584e-05,-5.584e-05,134.4518,0.0128,-0.0128,0.188,0.286,-0.188,2.062,0.443,-0.443,53.9,7.8,-7.8,0.6,0.06,-0.02,1029.0,,,265.37,81.29,-32.98,8.0,1.0,q1_q17_dr25_tce,5435.0,73.0,-89.0,4.578,0.011,-0.104,0.824,0.093,-0.027,287.00836,41.289101,12.936,0
0.0,1,0,1,0,0.739404894,2.567e-06,-2.567e-06,131.69907,0.00296,-0.00296,0.077,0.38,-0.077,1.753,0.11,-0.11,246.8,14.3,-14.3,0.94,0.06,-0.09,1256.0,,,589.06,161.56,-162.97,21.0,1.0,q1_q17_dr25_tce,4205.0,126.0,-126.0,4.635,0.053,-0.021,0.624,0.04,-0.06,296.09058,50.408772,15.962,2
