0.992,0,0,0,0,0.991659646,7.946e-06,-7.946e-06,131.53686,0.00487,-0.00487,0.765,0.196,-0.531,2.215,0.183,-0.183,77.3,6.8,-6.8,1.19,0.2,-0.13,2102.0,,,4614.18,1950.29,-1169.03,13.5,1.0,q1_q17_dr25_tce,6117.0,73.0,-92.0,4.315,0.084,-0.126,1.244,0.205,-0.136,294.4418,40.571678,14.978,1
,1,0,0,0,39.42516213,,,133.1963483,,,,,,2.18,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,296.47906,43.409382,15.72,2
1.0,0,0,0,0,19.676326805,2.7e-08,-2.7e-08,159.762057,8.7e-06,-0.003259,0.7058,0.2307,-0.3776,5.4645,0.03852,-0.10977,680.6,2.8,-16.8,2.93,6.26,-0.09,1860.0,,,67.54,0.0,-11.2,51.6,1.0,q1_q17_dr25_tce,6497.0,85.0,-106.0,4.565,0.071,-0.083,1.311,0.007,-0.088,293.70474,36.577381,14.94,1
,0,0,0,0,270.101595057,0.001146529,0.0,136.4389284,0.0242837,-0.0087447,0.4897,0.4323,-0.2877,2.75409,0.0967,-0.19808,156.8,36.9,-19.0,13.08,3.21,-10.32,913.0,,,2056.92,0.0,0.0,,1.0,q1_q17_dr25_tce,5714.0,139.0,-84.0,4.372,0.051,-0.22,1.971,0.398,0.0,290.19423,42.694084,14.779,0
1.0,0,0,0,0,8.357931126,2.7e-08,-2.7e-08,133.9395286,0.001146,-0.0008987,0.0051,0.5194,-0.4873,5.66099,0.01132,-0.1128,695.5,16.6,-31.5,2.5,0.28,-0.01,129.0,,,71.89,0.0,-561.71,6.0,3.0,q1_q17_dr25_tce,6487.0,99.0,-157.0,4.753,0.065,-0.084,0.863,0.233,-0.083,290.80937,36.577381,15.983,1
1.0,0,0,0,0,2.59751621,0.000316657,-2.7e-08,161.0351631,0.0056023,-8.7e-06,0.0,0.139,-0.5309,2.82535,0.18305,-0.09421,1611.4,2.0,-1.1,1.33,0.79,-0.13,413.0,,,733.92,8.57,-107.96,6.0,1.0,q1_q17_dr25_tce,5604.0,132.0,-168.0,4.33,0.097,-0.155,0.703,0.134,-0.242,286.65862,42.953396,16.004,1
1.0,0,0,0,0,175.685149648,8.7681e-05,-2.7e-08,141.8368341,0.0143553,-8.7e-06,0.055,0.1841,-0.6523,1.65694,0.06803,-0.07628,2141.1,4.8,-12.3,0.68,0.77,-0.6,244.0,,,1296.56,0.0,0.0,9.5,1.0,q1_q17_dr25_tce,4608.0,113.0,-130.0,3.972,0.198,-0.136,2.36,0.005,-0.134,294.34364,46.748263,12.691,1
,0,0,0,0,6.72876606,8.734e-05,-8.734e-05,134.0424,0.0124,-0.0124,0.5757,0.0361,-0.4558,2.277,0.352,-0.352,117.4,17.6,-17.6,1.03,0.42,-0.1,940.0,,,184.66,220.59,-50.07,7.8,2.0,q1_q17_dr24_tce,5823.0,159.0,-165.0,4.489,0.053,-0.053,0.919,0.371,-0.088,291.93356,38.827202,14.701,0
1.0,0,1,0,0,15.525025038,2.7e-08,-0.000650974,163.8633107,0.0046415,-0.0118231,0.4145,0.0937,0.0,4.32448,0.02774,-0.07041,634.6,14.5,-18.4,2.33,0.78,0.0,1010.0,,,4353.93,78.11,-2.49,6.2,2.0,q1_q17_dr25_tce,6342.0,96.0,-205.0,4.397,0.198,-0.053,0.81,0.106,-0.967,300.36762,46.496804,15.281,1
0.0,0,1,1,0,1.28619671,1.53e-05,-1.53e-05,131.87462,0.00776,-0.00776,0.874,0.151,-0.586,1.114,0.338,-0.338,137.2,38.2,-38.2,1.27,0.35,-0.23,1646.0,,,1740.01,1428.24,-694.58,5.9,2.0,q1_q17_dr25_tce,5650.0,169.0,-152.0,4.391,0.167,-0.204,0.926,0.252,-0.168,294.44336,40.06134,14.256,2
0.969,0,0,0,0,0.259819659,0.004282887,0.0,268.611231,0.0115507,-0.0082617,0.2975,0.7152,-0.3889,1.35675,0.0741,-0.08344,0.0,57.9,-0.8,26.73,3.93,-3.84,120.0,,,11737.75,1062.55,-9692.28,11.7,1.0,q1_q17_dr25_tce,6444.0,162.0,-178.0,4.314,0.056,-0.148,0.783,,0.0,294.87078,49.756014,17.305,0
0.975,0,1,0,0,0.518060209,3.747e-06,-3.747e-06,131.9425,0.01,-0.01,1.262,0.964,-0.018,1.8062,0.0203,-0.0203,2258.4,20.2,-20.2,61.49,38.97,-38.97,2921.0,,,17224.79,36246.56,-15191.5,140.6,1.0,q1_q17_dr25_tce,5405.0,208.0,-170.0,3.853,0.77,-0.33,1.772,1.123,-1.123,296.18478,43.980751,14.463,0
0.992,0,0,0,0,56.7769831,0.0003333,-0.0003333,181.09789,0.00413,-0.00413,0.703,0.042,-0.505,6.864,0.152,-0.152,884.3,28.4,-28.4,3.21,0.8,-0.34,491.0,,,13.74,10.38,-4.03,33.6,2.0,q1_q17_dr25_tce,6063.0,181.0,-181.0,4.476,0.055,-0.165,1.012,0.252,-0.108,287.47763,46.141178,15.273,0
1.0,0,0,0,0,10.196881025,2.7e-08,-0.000318942,182.677968,0.0074548,-8.7e-06,0.0,0.5298,0.0,3.4931,0.05761,-0.22074,152.5,11.9,-15.1,3.09,0.33,-0.26,1085.0,,,99.27,316.76,0.0,6.0,4.0,q1_q17_dr25_tce,4598.0,93.0,-149.0,4.422,0.05,-0.258,1.055,0.253,-0.112,287.07057,38.467615,14.255,1
0.978,0,0,0,0,5.4169303,0.0001099,-0.0001099,133.7916,0.0155,-0.0155,1.055,6.846,-0.046,7.512,0.845,-0.845,109.5,11.8,-11.8,8.17,2.72,-0.91,1173.0,,,447.24,438.83,-142.24,11.3,1.0,q1_q17_dr25_tce,6355.0,173.0,-230.0,4.41,0.07,-0.21,1.108,0.37,-0.123,288.61057,40.92474,15.411,0
,0,0,0,0,0.259819659,0.00064072,-0.000747611,129.7295,0.0063577,-1.5e-05,0.0256,1.0876,-0.31,0.052,0.22912,-0.00099,1168.2,12.6,-237.9,10.27,0.0,-6.51,92.0,,,14990.01,808.44,0.0,26.5,,,5553.0,170.0,,4.261,0.06,-0.185,4.117,1.783,-0.725,289.15147,45.22934,14.864,0
1.0,0,0,0,0,3.78402867,1.076e-05,-1.076e-05,133.28133,0.00236,-0.00236,0.691,0.216,-0.466,1.9012,0.0678,-0.0678,426.1,18.4,-18.4,1.7,0.25,-0.12,949.0,,,191.78,90.15,-45.54,25.6,3.0,q1_q17_dr25_tce,5196.0,155.0,-155.0,4.593,0.026,-0.097,0.775,0.111,-0.056,291.84198,44.858089,15.532,1
0.923,0,0,0,0,172.820248,0.005097,-0.005097,302.0399,0.0181,-0.0181,0.249,0.219,-0.249,7.343,0.665,-0.665,549.3,62.2,-62.2,2.22,0.65,-0.22,338.0,,,3.08,2.66,-0.89,10.6,1.0,q1_q17_dr25_tce,6174.0,169.0,-206.0,4.499,0.05,-0.2,0.939,0.276,-0.092,296.78555,42.880291,14.321,0
0.999,0,0,0,0,0.259819659,0.002642682,-0.003820592,129.7295,0.0188947,-0.0153971,0.4812,0.3309,-0.2051,0.052,0.00099,-0.01799,19334.9,5.5,-34.9,23.48,0.19,0.0,1008.0,,,14070.59,0.0,-4168.56,27.8,2.0,q1_q16_tce,5986.0,88.0,-110.0,4.045,0.083,-0.046,,0.1,-0.006,288.53088,38.793378,15.329,0
0.893,0,0,0,0,13.063681794,2.7e-08,-2.7e-08,141.4556664,0.0003011,-0.0132815,0.0,0.6164,-0.1163,5.01156,0.02632,-0.0073,245.4,22.9,-1.1,0.92,2.43,0.0,516.0,,,198.19,0.0,0.0,1035.0,4.0,q1_q17_dr25_tce,5763.0,113.0,-88.0,4.526,0.224,-0.081,0.908,0.028,-0.065,286.5559,37.591899,10.904,1
0.0,0,1,1,1,0.952371227,2.736e-06,-2.736e-06,132.34095,0.00257,-0.00257,1.2,0.308,-0.179,3.926,0.152,-0.152,352.5,10.4,-10.4,21.96,5.88,-2.36,1870.0,,,2885.01,2275.66,-874.41,42.6,1.0,q1_q17_dr25_tce,6086.0,164.0,-200.0,4.511,0.048,-0.18,0.921,0.247,-0.099,290.72519,48.210411,15.868,2
0.879,0,0,0,0,342.254079283,0.001351403,-0.00133714,179.7146821,0.039274,-1.5e-05,0.0,0.0577,-0.3274,4.82687,2.47593,-0.35726,7739.3,0.8,-6.4,7.26,0.0,-9.42,600.0,,,637.59,1517.03,0.0,41.2,2.0,q1_q17_dr25_tce,5291.0,136.0,-91.0,,0.032,-0.068,1.64,0.117,0.0,294.68486,47.754688,15.726,0
0.0,1,0,1,1,0.566810643,5.345e-06,-5.345e-06,131.80277,0.00709,-0.00709,0.315,0.185,-0.315,3.471,0.204,-0.204,45.6,3.7,-3.7,0.52,0.13,-0.04,1976.0,,,3605.07,2659.11,-788.18,17.2,1.0,q1_q17_dr25_tce,5776.0,157.0,-157.0,4.598,0.04,-0.16,0.758,0.189,-0.05,291.27859,42.53738,14.844,2
,0,0,0,0,1.10118564,,,132.61692,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,290.41016,44.063541,13.308,2
,1,0,0,0,113.0707574,,,171.705,,,,,,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,286.61902,37.504044,12.267,2
0.999,0,0,0,0,3.74318005,1.612e-05,-1.612e-05,135.13816,0.0035,-0.0035,0.952,0.027,-0.642,1.111,0.128,-0.128,237.5,30.9,-30.9,1.75,0.12,-0.1,999.0,,,235.28,52.59,-39.81,10.5,1.0,q1_q17_dr25_tce,5207.0,83.0,-83.0,4.516,0.05,-0.055,0.851,0.061,-0.05,280.66519,47.114059,14.924,0
