4.6,0.509,0.08,6.2,0.057,11.0,7.0,0.99582,3.61,0.55,11.6,positive
6.2,0.426,0.36,2.3,0.083,11.0,7.0,0.99625,3.25,0.49,10.35,positive
8.7,0.23,0.21,1.4,0.501,17.0,31.0,0.99953,3.76,0.39,9.68,positive
12.5,0.553,0.09,2.5,0.135,6.0,34.0,1.00083,3.32,0.49,10.26,positive
8.0,0.752,0.1,1.5,0.094,21.0,20.0,1.0002,3.45,0.48,9.84,positive
10.4,0.28,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63,9.5,negative
7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,negative
4.6,0.23,0.44,1.4,0.065,11.0,56.0,0.99771,3.63,0.74,9.94,positive
6.8,0.54,0.67,1.3,0.107,6.0,7.0,1.001,3.64,0.53,9.02,positive
6.1,0.58,0.23,2.5,0.044,16.0,70.0,0.99352,3.46,0.65,12.5,negative
10.3,0.27,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,negative
6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,negative
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,negative
7.0,0.655,0.16,2.1,0.074,8.0,25.0,0.99606,3.37,0.55,9.7,negative
9.3,0.677,0.11,1.7,0.113,6.0,89.0,0.99617,3.59,0.37,12.78,positive
5.8,0.585,0.08,1.4,0.049,17.0,13.0,0.99973,3.29,0.6,10.9,positive
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,negative
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,negative
4.6,0.23,0.18,2.2,0.095,12.0,7.0,0.99915,3.54,0.67,10.39,positive
4.6,0.564,0.13,1.3,0.074,9.0,13.0,1.00093,3.38,0.37,9.77,positive
8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,negative
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,negative
5.9,0.776,0.0,1.3,0.114,15.0,7.0,1.001,3.2,0.59,11.63,positive
8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,negative
9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,negative
6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,10.6,negative
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,negative
6.2,0.46,0.29,2.1,0.074,32.0,98.0,0.99578,3.33,0.62,9.8,negative
7.7,0.28,0.3,2.0,0.062,18.0,34.0,0.9952,3.28,0.9,11.3,negative
8.0,0.959,0.5,3.1,0.113,17.0,22.0,0.9992,3.65,0.57,9.42,positive
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,negative
8.3,0.56,0.22,2.4,0.082,10.0,86.0,0.9983,3.37,0.62,9.5,negative
8.6,0.725,0.24,6.6,0.117,31.0,134.0,1.0014,3.32,1.07,9.3,negative
8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.99501,3.36,0.66,11.2,negative
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,negative
6.4,0.53,0.09,3.9,0.123,14.0,31.0,0.9968,3.5,0.67,11.0,positive
6.1,0.518,0.06,1.3,0.104,5.0,40.0,0.9989,3.73,0.37,10.04,positive
