7.2,0.896,0.0,2.8,0.103,17.0,33.0,1.00013,3.02,0.33,10.15,positive
6.5,0.576,0.57,5.0,0.133,5.0,24.0,0.99454,3.66,0.87,11.03,positive
7.7,0.293,0.08,7.2,0.084,25.0,7.0,0.99766,3.27,0.51,9.8,positive
7.1,1.13,0.08,3.4,0.076,10.0,30.0,0.99498,3.6,0.52,10.67,positive
9.2,0.89,0.03,2.7,0.086,38.0,16.0,0.99667,3.24,1.12,11.96,positive
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,negative
9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,negative
6.3,1.13,0.04,1.6,0.067,8.0,8.0,0.99596,3.65,0.6,10.29,positive
7.9,0.968,0.08,6.0,0.126,4.0,23.0,0.99762,3.67,0.61,9.59,positive
9.9,0.54,0.26,2.0,0.111,7.0,60.0,0.99709,2.94,0.98,10.2,negative
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,negative
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,negative
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,negative
7.0,0.655,0.16,2.1,0.074,8.0,25.0,0.99606,3.37,0.55,9.7,negative
7.8,0.976,0.13,2.1,0.122,25.0,7.0,0.99536,3.33,1.35,10.26,positive
5.7,0.845,0.12,4.4,0.12,32.0,11.0,0.99385,3.66,1.09,11.22,positive
7.3,0.67,0.05,3.6,0.107,6.0,20.0,0.9972,3.4,0.63,10.1,negative
8.9,0.48,0.24,2.85,0.094,35.0,106.0,0.9982,3.1,0.53,9.2,negative
4.6,1.13,0.0,2.4,0.121,5.0,31.0,0.99492,3.43,1.58,11.04,positive
6.7,0.754,0.0,3.1,0.126,16.0,26.0,0.99439,3.17,2.0,9.33,positive
9.1,0.66,0.15,3.2,0.097,9.0,59.0,0.99976,3.28,0.54,9.6,negative
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,negative
4.6,0.917,0.4,1.6,0.126,5.0,14.0,0.9934,3.9,0.58,11.21,positive
8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,negative
9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,negative
6.2,0.58,0.0,1.6,0.065,8.0,18.0,0.9966,3.56,0.84,9.4,negative
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,negative
6.1,0.715,0.1,2.6,0.053,13.0,27.0,0.99362,3.57,0.5,11.9,negative
6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,10.6,negative
5.5,0.973,0.09,7.1,0.116,35.0,8.0,0.99761,3.9,0.46,9.99,positive
11.4,0.625,0.66,6.2,0.088,6.0,24.0,0.9988,3.11,0.99,13.3,negative
7.1,0.72,0.0,1.8,0.123,6.0,14.0,0.99627,3.45,0.58,9.8,negative
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,negative
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,negative
7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,negative
6.4,0.53,0.09,3.9,0.123,14.0,31.0,0.9968,3.5,0.67,11.0,positive
