10.3,0.352,0.11,1.3,0.1,4.0,7.0,0.99472,3.16,0.66,10.35,positive
8.1,0.291,0.2,4.3,0.091,4.0,102.0,0.9978,3.53,0.66,12.44,positive
9.0,0.504,0.54,1.3,0.11,3.0,50.0,0.99733,3.87,0.62,11.65,positive
12.5,0.419,0.04,1.3,0.078,21.0,58.0,0.99646,3.21,0.54,10.03,positive
8.7,0.457,0.08,1.3,0.1,3.0,119.0,0.9946,3.05,0.6,12.76,positive
9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,negative
7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,negative
10.7,0.23,0.54,3.1,0.097,4.0,119.0,0.9934,3.36,0.62,10.77,positive
11.9,0.23,0.53,1.3,0.112,10.0,106.0,0.99508,3.29,0.43,11.51,positive
10.6,0.36,0.57,2.3,0.087,6.0,20.0,0.99676,3.14,0.72,11.1,negative
9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,negative
5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.7,0.75,14.0,negative
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,negative
8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,negative
8.2,0.537,0.1,1.8,0.087,14.0,45.0,0.99833,3.9,0.54,9.35,positive
8.9,0.519,0.54,1.5,0.063,3.0,119.0,0.99431,3.63,0.67,11.33,positive
7.7,0.915,0.12,2.2,0.143,7.0,23.0,0.9964,3.35,0.65,10.2,negative
8.9,0.565,0.34,3.0,0.093,16.0,112.0,0.9998,3.38,0.61,9.5,negative
6.9,1.013,0.13,1.4,0.096,14.0,27.0,0.99874,3.15,0.64,11.1,positive
6.2,0.907,0.17,2.5,0.05,10.0,47.0,0.99783,3.37,0.49,10.56,positive
12.6,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,3.21,0.76,11.3,negative
7.6,1.58,0.0,2.1,0.137,5.0,9.0,0.99476,3.5,0.4,10.9,negative
