0.24,0.41,0.48,0.5,0.49,0.23,0.34,cp
0.36,0.56,0.48,0.5,0.43,0.45,0.53,cp
0.67,0.66,0.48,0.5,0.41,0.4,0.37,pp
0.7,0.49,1.0,0.5,0.62,0.57,0.36,omL
0.64,0.54,0.48,0.5,0.88,0.4,0.36,om
0.71,0.48,1.0,0.5,0.51,0.59,0.36,omL
0.7,0.71,0.48,0.5,0.37,0.44,0.85,pp
0.75,0.51,1.0,0.5,0.49,0.68,0.8,imL
0.57,0.42,0.49,0.5,0.66,0.86,0.83,imU
0.61,0.73,0.51,0.5,0.66,0.39,0.31,om
0.57,0.54,0.48,0.5,0.37,0.28,0.33,cp
0.58,0.56,0.48,0.5,0.66,0.84,0.67,im
0.75,0.49,0.49,0.5,0.63,0.52,0.28,om
0.63,0.59,0.53,0.5,0.67,0.39,0.39,om
0.4,0.29,0.48,0.5,0.42,0.35,0.44,cp
0.61,0.85,0.48,0.5,0.45,0.5,0.42,pp
0.72,0.74,0.48,0.5,0.45,0.41,0.64,pp
0.26,0.5,0.48,0.5,0.44,0.32,0.41,cp
0.74,0.46,1.0,0.5,0.61,0.54,0.15,omL
0.76,0.47,1.0,0.5,0.4,0.86,0.76,imL
0.35,0.34,0.48,0.5,0.46,0.3,0.27,cp
0.76,0.51,1.0,0.5,0.4,0.81,0.82,imL
0.77,0.49,1.0,0.9,0.7,0.8,0.87,imL
0.82,0.51,0.49,0.5,0.57,0.77,0.86,imU
0.77,0.52,1.0,0.5,0.42,0.55,0.79,imL
0.7,0.52,1.0,0.5,0.62,0.59,0.27,omL
0.63,0.71,0.48,0.5,0.6,0.4,0.39,pp
0.45,0.4,0.48,0.5,0.61,0.74,0.77,im
0.73,0.75,0.51,0.5,0.64,0.47,0.38,om
0.68,0.66,0.48,0.5,0.65,0.39,0.36,om
0.77,0.48,1.0,0.5,0.49,0.71,0.87,imL
0.75,0.51,0.48,0.52,0.56,0.63,0.33,imS
0.77,0.55,1.0,0.5,0.69,0.47,0.72,imL
0.71,0.49,1.0,0.5,0.47,0.57,0.14,omL
0.77,0.51,0.47,0.52,0.53,0.76,0.81,imS
0.7,0.42,0.48,0.5,0.55,0.73,0.79,imU
0.74,0.46,1.0,0.5,0.56,0.56,0.2,omL
0.34,0.51,0.48,0.5,0.44,0.37,0.46,cp
0.36,0.41,0.48,0.5,0.48,0.47,0.54,cp
0.65,0.43,0.48,0.5,0.46,0.91,0.68,imU
0.7,0.63,0.51,0.5,0.7,0.49,0.33,om
0.27,0.54,0.48,0.5,0.43,0.74,0.66,im
0.74,0.48,1.0,0.5,0.61,0.57,0.27,omL
0.25,0.48,0.48,0.5,0.44,0.17,0.29,cp
0.69,0.63,0.5,0.5,0.69,0.52,0.36,om
0.74,0.47,1.0,0.5,0.46,0.86,0.87,imL
0.71,0.76,0.48,0.5,0.42,0.38,0.26,pp
0.63,0.68,0.49,0.5,0.63,0.5,0.22,om
0.74,0.55,1.0,0.5,0.5,0.81,0.87,imL
0.59,0.29,0.48,0.5,0.64,0.75,0.77,imU
0.69,0.47,1.0,0.5,0.62,0.57,0.32,omL
0.76,0.46,1.0,0.9,0.49,0.69,0.65,imL
0.64,0.74,0.48,0.5,0.38,0.36,0.32,pp
0.73,0.55,1.0,0.7,0.63,0.67,0.87,imL
0.66,0.67,0.49,0.5,0.69,0.55,0.44,om
0.74,0.53,1.0,0.5,0.62,0.55,0.36,omL
0.67,0.75,0.49,0.5,0.84,0.59,0.37,om
0.73,0.78,0.48,0.5,0.58,0.51,0.31,pp
0.75,0.76,0.48,0.5,0.83,0.57,0.3,om
0.41,0.48,0.48,0.5,0.51,0.44,0.51,cp
0.76,0.49,1.0,0.5,0.54,0.56,0.23,omL
0.88,0.5,0.48,0.5,0.55,0.92,0.85,imU
0.71,0.49,1.0,0.5,0.56,0.56,0.16,omL
0.64,0.76,0.48,0.5,0.45,0.35,0.38,cp
0.79,0.52,0.46,0.51,0.56,0.76,0.57,imS
0.6,0.68,0.48,0.5,0.57,0.48,0.47,pp
0.65,0.75,0.48,0.5,0.68,1.0,0.77,im
0.55,0.5,0.48,0.5,0.56,0.86,0.7,im
0.78,0.51,0.48,0.5,0.61,0.44,0.5,om
0.61,0.66,0.48,0.5,0.46,0.87,0.88,im
0.87,0.53,0.47,0.49,0.55,0.62,0.33,imS
0.25,0.51,0.48,0.5,0.37,0.42,0.5,cp
0.67,0.81,0.48,0.5,0.54,0.49,0.23,pp
0.74,0.49,1.0,0.6,0.57,0.86,0.85,imL
0.6,0.82,0.48,0.5,0.41,0.49,0.44,pp
0.29,0.39,0.48,0.5,0.52,0.4,0.48,pp
0.74,0.61,0.5,0.5,0.57,0.58,0.32,om
0.56,0.51,0.48,0.5,0.34,0.37,0.46,cp
0.52,0.39,0.48,0.5,0.65,0.71,0.73,im
0.71,0.46,1.0,0.5,0.59,0.58,0.11,omL
0.51,0.37,0.48,0.5,0.35,0.36,0.45,cp
0.29,0.37,0.48,0.5,0.48,0.44,0.52,cp
0.68,0.62,0.48,0.5,0.66,0.53,0.29,om
0.66,0.46,1.0,0.5,0.62,0.57,0.36,omL
0.57,0.6,0.48,0.5,0.66,0.6,0.76,imU
0.59,0.49,0.48,0.5,0.52,0.45,0.36,cp
0.72,0.46,1.0,0.5,0.62,0.57,0.36,omL
0.32,0.95,0.48,0.5,0.51,0.49,0.38,pp
0.78,0.52,0.53,0.5,0.57,0.57,0.26,om
0.74,0.46,1.0,0.5,0.62,0.56,0.3,omL
0.29,0.95,0.48,0.5,0.48,0.48,0.45,pp
0.73,0.53,0.47,0.5,0.54,0.52,0.6,imS
0.85,0.5,0.48,0.51,0.54,0.63,0.33,imS
0.54,0.69,0.48,0.5,0.57,0.76,0.77,im
0.12,0.67,0.48,0.5,0.74,0.58,0.63,im
0.68,0.46,1.0,0.5,0.58,0.59,0.18,omL
0.25,0.37,0.48,0.5,0.43,0.26,0.36,cp
0.79,0.41,0.48,0.5,0.66,0.81,0.83,imU
0.67,0.74,0.48,0.5,0.56,0.61,0.45,pp
0.65,0.73,0.48,0.5,0.57,0.38,0.26,pp
0.34,0.35,0.48,0.5,0.51,0.49,0.56,cp
