0.004,0.006,0.015,0.034,0.031,0.028,0.04,0.027,0.032,0.045,0.049,0.1,0.142,0.119,0.063,0.091,0.118,0.143,0.122,0.11,0.185,0.372,0.438,0.571,0.665,0.748,0.765,0.856,0.972,0.922,0.75,0.721,0.776,0.606,0.502,0.45,0.395,0.428,0.443,0.375,0.197,0.051,0.079,0.127,0.153,0.069,0.04,0.053,0.023,0.007,0.006,0.006,0.012,0.005,0.006,0.009,0.004,0.0,0.005,0.004, R
0.009,0.006,0.025,0.049,0.12,0.159,0.139,0.099,0.096,0.19,0.19,0.255,0.407,0.299,0.29,0.533,0.402,0.157,0.302,0.391,0.354,0.444,0.641,0.46,0.601,0.869,0.834,0.767,0.508,0.462,0.538,0.538,0.384,0.36,0.74,0.776,0.386,0.067,0.368,0.611,0.351,0.231,0.22,0.305,0.194,0.157,0.048,0.054,0.015,0.007,0.019,0.006,0.01,0.019,0.008,0.015,0.016,0.005,0.019,0.01, R
0.019,0.061,0.038,0.077,0.139,0.081,0.057,0.022,0.104,0.119,0.124,0.16,0.352,0.448,0.377,0.576,0.643,0.679,0.716,0.547,0.54,0.636,0.785,0.776,0.578,0.486,0.418,0.246,0.072,0.061,0.182,0.449,0.598,0.378,0.25,0.577,0.885,0.841,0.357,0.313,0.61,0.638,0.271,0.142,0.126,0.129,0.079,0.083,0.052,0.022,0.036,0.033,0.013,0.012,0.011,0.002,0.004,0.004,0.011,0.008, R
0.012,0.015,0.014,0.008,0.021,0.106,0.102,0.044,0.093,0.073,0.074,0.062,0.106,0.118,0.172,0.258,0.323,0.382,0.424,0.422,0.445,0.408,0.331,0.401,0.447,0.522,0.755,0.95,1.0,0.908,0.828,0.757,0.726,0.615,0.568,0.576,0.532,0.367,0.167,0.087,0.065,0.189,0.268,0.289,0.234,0.167,0.102,0.12,0.07,0.017,0.011,0.009,0.002,0.008,0.006,0.003,0.003,0.004,0.007,0.004, R
0.01,0.028,0.019,0.037,0.042,0.02,0.031,0.065,0.19,0.267,0.338,0.328,0.243,0.127,0.128,0.444,0.68,0.705,0.797,0.94,0.986,0.819,0.579,0.639,0.704,0.688,0.408,0.181,0.206,0.392,0.379,0.204,0.223,0.334,0.398,0.508,0.553,0.335,0.272,0.228,0.204,0.199,0.084,0.091,0.138,0.195,0.121,0.084,0.059,0.025,0.012,0.009,0.01,0.004,0.009,0.005,0.012,0.002,0.009,0.006, R
0.012,0.002,0.02,0.021,0.018,0.049,0.003,0.04,0.079,0.048,0.115,0.052,0.119,0.194,0.184,0.208,0.196,0.163,0.122,0.102,0.135,0.316,0.464,0.591,0.678,0.812,0.859,0.923,0.839,0.724,0.629,0.518,0.463,0.526,0.515,0.393,0.128,0.041,0.086,0.113,0.131,0.176,0.265,0.196,0.066,0.058,0.032,0.03,0.027,0.007,0.015,0.012,0.013,0.003,0.004,0.002,0.011,0.006,0.005,0.007, R
0.026,0.045,0.039,0.024,0.132,0.132,0.161,0.214,0.085,0.056,0.089,0.086,0.153,0.152,0.185,0.287,0.201,0.275,0.502,0.217,0.498,0.526,0.365,0.577,0.516,0.572,0.401,0.365,0.668,0.866,0.805,0.408,0.338,0.509,0.678,0.731,0.606,0.704,0.885,0.898,0.775,0.725,0.773,0.776,0.601,0.451,0.31,0.186,0.096,0.021,0.021,0.01,0.015,0.01,0.013,0.02,0.002,0.02,0.026,0.018, R
0.019,0.004,0.064,0.045,0.033,0.069,0.09,0.145,0.074,0.035,0.146,0.347,0.32,0.282,0.017,0.057,0.216,0.456,0.382,0.563,0.648,0.724,0.824,0.877,1.0,0.858,0.656,0.509,0.482,0.453,0.452,0.453,0.538,0.531,0.536,0.527,0.426,0.244,0.12,0.384,0.411,0.507,0.422,0.248,0.159,0.112,0.065,0.079,0.032,0.007,0.003,0.009,0.012,0.011,0.009,0.014,0.007,0.002,0.006,0.012, R
0.013,0.007,0.031,0.031,0.008,0.077,0.077,0.064,0.073,0.09,0.075,0.084,0.123,0.162,0.232,0.293,0.353,0.366,0.322,0.309,0.408,0.428,0.466,0.596,0.695,0.839,0.888,0.64,0.331,0.342,0.492,0.459,0.303,0.437,0.518,0.512,0.475,0.49,0.46,0.446,0.42,0.287,0.23,0.095,0.01,0.053,0.038,0.011,0.011,0.008,0.011,0.006,0.003,0.004,0.008,0.004,0.005,0.001,0.005,0.002, R
0.002,0.031,0.017,0.023,0.043,0.122,0.195,0.166,0.137,0.143,0.099,0.225,0.244,0.324,0.304,0.241,0.037,0.167,0.304,0.407,0.361,0.199,0.461,0.685,0.727,0.715,0.71,0.852,1.0,0.769,0.484,0.372,0.61,0.511,0.259,0.092,0.095,0.229,0.348,0.21,0.19,0.294,0.221,0.152,0.075,0.061,0.069,0.045,0.034,0.008,0.011,0.015,0.008,0.004,0.011,0.008,0.01,0.002,0.003,0.001, R
