0.076,0.067,0.048,0.039,0.059,0.065,0.121,0.247,0.356,0.446,0.415,0.395,0.426,0.414,0.453,0.533,0.731,0.619,0.203,0.464,0.415,0.429,0.573,0.54,0.316,0.228,0.7,1.0,0.726,0.472,0.51,0.546,0.288,0.098,0.195,0.418,0.46,0.322,0.283,0.243,0.198,0.244,0.185,0.084,0.069,0.053,0.036,0.008,0.023,0.005,0.016,0.003,0.005,0.01,0.011,0.002,0.007,0.005,0.011,0.009, R
0.02,0.003,0.014,0.006,0.013,0.015,0.054,0.021,0.05,0.11,0.084,0.094,0.12,0.042,0.003,0.016,0.062,0.213,0.344,0.381,0.382,0.476,0.631,0.752,0.868,0.879,0.79,0.836,0.963,0.962,0.924,0.89,0.971,0.965,0.789,0.531,0.272,0.195,0.137,0.31,0.379,0.41,0.336,0.3,0.275,0.202,0.104,0.045,0.034,0.012,0.007,0.011,0.007,0.006,0.003,0.001,0.001,0.002,0.006,0.004, R
0.021,0.032,0.042,0.029,0.012,0.044,0.13,0.139,0.07,0.057,0.087,0.194,0.148,0.187,0.199,0.328,0.686,0.581,0.25,0.173,0.336,0.559,0.659,0.701,0.81,0.89,0.874,0.789,0.872,0.938,0.892,0.751,0.683,0.761,0.902,1.0,0.912,0.739,0.592,0.406,0.302,0.233,0.293,0.23,0.239,0.191,0.11,0.03,0.017,0.038,0.005,0.009,0.004,0.015,0.011,0.002,0.01,0.005,0.007,0.008, R
0.037,0.028,0.023,0.022,0.018,0.073,0.084,0.103,0.099,0.08,0.156,0.256,0.262,0.118,0.06,0.156,0.224,0.359,0.179,0.326,0.608,0.699,0.839,0.855,0.771,0.622,0.574,0.44,0.406,0.441,0.513,0.596,0.727,0.654,0.59,0.539,0.49,0.408,0.414,0.6,0.72,0.663,0.629,0.409,0.321,0.252,0.148,0.099,0.032,0.027,0.007,0.001,0.004,0.002,0.001,0.007,0.01,0.005,0.008,0.006, R
0.013,0.001,0.009,0.046,0.052,0.078,0.093,0.094,0.171,0.148,0.153,0.11,0.089,0.124,0.12,0.114,0.214,0.284,0.364,0.543,0.667,0.798,0.927,0.903,0.919,1.0,0.982,0.909,0.818,0.696,0.59,0.545,0.514,0.539,0.553,0.532,0.483,0.379,0.183,0.175,0.168,0.067,0.061,0.038,0.053,0.028,0.018,0.011,0.007,0.012,0.009,0.008,0.004,0.001,0.001,0.004,0.004,0.002,0.002,0.002, R
0.02,0.014,0.018,0.041,0.039,0.025,0.089,0.097,0.084,0.119,0.152,0.132,0.143,0.124,0.065,0.089,0.123,0.185,0.388,0.366,0.23,0.261,0.419,0.585,0.564,0.545,0.477,0.69,0.98,1.0,0.955,0.884,0.766,0.655,0.545,0.459,0.468,0.199,0.07,0.149,0.171,0.165,0.26,0.385,0.375,0.241,0.108,0.022,0.016,0.019,0.012,0.003,0.007,0.012,0.001,0.002,0.006,0.004,0.007,0.001, R
0.024,0.019,0.047,0.044,0.066,0.074,0.138,0.11,0.138,0.138,0.094,0.026,0.15,0.285,0.574,0.828,0.867,0.813,0.904,0.905,1.0,0.998,0.987,0.976,0.901,0.972,0.968,0.763,0.443,0.382,0.473,0.401,0.338,0.317,0.222,0.073,0.269,0.189,0.071,0.106,0.069,0.03,0.089,0.146,0.135,0.039,0.055,0.047,0.02,0.01,0.016,0.009,0.015,0.008,0.002,0.008,0.004,0.003,0.004,0.002, R
0.086,0.045,0.038,0.02,0.038,0.053,0.214,0.311,0.284,0.275,0.271,0.095,0.102,0.452,0.674,0.67,0.707,0.563,0.378,0.272,0.53,0.77,0.864,0.93,0.937,0.625,0.602,0.681,0.505,0.578,0.475,0.24,0.278,0.2,0.53,0.741,0.778,0.442,0.142,0.351,0.448,0.421,0.305,0.224,0.261,0.28,0.239,0.202,0.133,0.036,0.013,0.017,0.014,0.008,0.004,0.005,0.026,0.01,0.004,0.004, R
0.029,0.04,0.077,0.081,0.052,0.105,0.014,0.067,0.129,0.115,0.094,0.079,0.025,0.119,0.104,0.205,0.156,0.269,0.378,0.402,0.347,0.14,0.121,0.283,0.15,0.263,0.447,0.752,0.904,0.781,0.477,0.248,0.537,0.628,0.365,0.457,0.636,0.647,0.552,0.325,0.229,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.024,0.02,0.005,0.014,0.016,0.008,0.014,0.011, R
0.02,0.042,0.055,0.078,0.062,0.087,0.12,0.271,0.121,0.028,0.225,0.262,0.177,0.371,0.453,0.555,0.462,0.38,0.345,0.266,0.24,0.113,0.256,0.517,0.378,0.408,0.535,0.512,0.454,0.426,0.387,0.394,0.466,0.397,0.219,0.182,0.102,0.211,0.325,0.37,0.291,0.301,0.256,0.193,0.206,0.175,0.084,0.104,0.064,0.015,0.008,0.019,0.018,0.016,0.029,0.009,0.024,0.022,0.019,0.01, M
0.036,0.048,0.03,0.021,0.141,0.192,0.135,0.161,0.17,0.144,0.199,0.215,0.286,0.357,0.398,0.436,0.533,0.63,0.7,0.744,0.838,0.864,0.901,0.943,0.954,1.0,0.955,0.974,0.896,0.72,0.546,0.316,0.252,0.197,0.219,0.153,0.071,0.15,0.176,0.228,0.132,0.106,0.197,0.169,0.188,0.118,0.078,0.05,0.049,0.019,0.025,0.012,0.019,0.006,0.01,0.005,0.007,0.011,0.007,0.003, M
0.079,0.071,0.035,0.166,0.133,0.023,0.077,0.268,0.566,0.661,0.5,0.258,0.165,0.435,0.452,0.458,0.337,0.4,0.532,0.901,0.994,0.369,0.101,0.025,0.232,0.398,0.226,0.525,0.69,0.832,0.433,0.374,0.576,0.804,0.796,0.717,0.706,0.815,0.76,0.603,0.455,0.473,0.448,0.372,0.469,0.384,0.077,0.147,0.078,0.047,0.019,0.03,0.039,0.029,0.018,0.025,0.014,0.007,0.002,0.01, M
0.043,0.09,0.083,0.081,0.016,0.028,0.057,0.206,0.389,0.711,0.734,0.503,0.3,0.195,0.277,0.374,0.251,0.251,0.329,0.487,0.653,0.845,0.974,1.0,0.666,0.532,0.402,0.344,0.424,0.418,0.439,0.116,0.434,0.655,0.617,0.437,0.412,0.364,0.457,0.437,0.296,0.431,0.416,0.182,0.149,0.014,0.116,0.205,0.107,0.02,0.021,0.018,0.02,0.021,0.014,0.005,0.003,0.016,0.006,0.002, M
0.016,0.063,0.074,0.061,0.023,0.105,0.134,0.064,0.152,0.078,0.179,0.268,0.179,0.104,0.198,0.323,0.375,0.259,0.368,0.351,0.561,0.523,0.547,0.695,0.635,0.676,0.85,0.802,0.656,0.859,0.666,0.537,0.312,0.376,0.28,0.088,0.332,0.424,0.18,0.374,0.463,0.161,0.249,0.32,0.226,0.115,0.048,0.094,0.082,0.017,0.024,0.026,0.014,0.023,0.019,0.018,0.011,0.009,0.008,0.011, M
0.011,0.045,0.029,0.071,0.108,0.102,0.161,0.212,0.306,0.294,0.31,0.343,0.246,0.189,0.118,0.208,0.274,0.327,0.234,0.126,0.058,0.124,0.324,0.436,0.573,0.782,0.925,0.935,0.935,1.0,0.931,0.848,0.76,0.704,0.754,0.799,0.767,0.596,0.473,0.484,0.434,0.395,0.484,0.538,0.448,0.267,0.154,0.136,0.094,0.026,0.008,0.016,0.012,0.011,0.002,0.01,0.007,0.006,0.002,0.004, M
0.039,0.042,0.045,0.055,0.06,0.142,0.096,0.08,0.162,0.256,0.308,0.34,0.34,0.395,0.335,0.225,0.209,0.225,0.338,0.458,0.647,0.671,0.701,0.762,0.774,0.677,0.737,0.783,0.962,1.0,0.809,0.556,0.541,0.499,0.311,0.29,0.224,0.096,0.229,0.323,0.345,0.388,0.324,0.093,0.117,0.057,0.077,0.097,0.059,0.005,0.012,0.015,0.004,0.011,0.003,0.006,0.01,0.007,0.005,0.009, M
0.034,0.062,0.038,0.026,0.044,0.103,0.129,0.185,0.265,0.412,0.524,0.534,0.555,0.392,0.295,0.308,0.302,0.272,0.544,0.793,0.875,0.867,0.711,0.691,0.729,0.879,1.0,0.982,0.898,0.605,0.493,0.537,0.459,0.291,0.077,0.225,0.16,0.396,0.612,0.52,0.232,0.437,0.38,0.432,0.489,0.19,0.094,0.136,0.091,0.014,0.033,0.014,0.002,0.007,0.01,0.004,0.006,0.005,0.003,0.006, M
0.02,0.012,0.038,0.013,0.054,0.087,0.102,0.085,0.114,0.175,0.22,0.272,0.21,0.173,0.204,0.179,0.132,0.226,0.236,0.311,0.391,0.363,0.481,0.653,0.781,0.84,0.918,0.977,0.894,0.702,0.65,0.507,0.39,0.301,0.156,0.098,0.22,0.224,0.274,0.215,0.244,0.315,0.211,0.099,0.059,0.194,0.194,0.108,0.034,0.018,0.021,0.013,0.009,0.005,0.004,0.004,0.003,0.004,0.001,0.002, M
0.034,0.026,0.04,0.057,0.053,0.109,0.171,0.168,0.186,0.266,0.319,0.355,0.312,0.196,0.178,0.279,0.287,0.397,0.56,0.694,0.797,0.745,0.82,0.926,0.881,0.881,0.93,0.996,0.858,0.607,0.393,0.246,0.164,0.114,0.096,0.008,0.07,0.094,0.089,0.113,0.087,0.102,0.196,0.226,0.181,0.201,0.169,0.104,0.05,0.014,0.013,0.012,0.004,0.005,0.006,0.005,0.004,0.002,0.0,0.003, M
0.032,0.01,0.03,0.056,0.076,0.096,0.099,0.102,0.103,0.215,0.308,0.342,0.299,0.14,0.124,0.153,0.19,0.243,0.212,0.24,0.327,0.595,0.83,0.904,0.989,0.991,0.945,1.0,0.909,0.741,0.769,0.712,0.53,0.213,0.093,0.13,0.116,0.123,0.177,0.034,0.156,0.082,0.115,0.169,0.095,0.008,0.079,0.126,0.065,0.018,0.005,0.006,0.009,0.014,0.006,0.006,0.003,0.003,0.006,0.007, M
